STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
ALABAMA,1986,House,1,"H. L. ""Sonny"" Callahan",Republican,96469
ALABAMA,1986,House,2,Mercer Stone,Democrat,57568
ALABAMA,1986,House,2,Bill Dickinson,Republican,115302
ALABAMA,1986,House,3,Bill Nichols,Democrat,115127
ALABAMA,1986,House,3,Whit Guerin,Republican,27769
ALABAMA,1986,House,4,Tom Bevill,Democrat,132881
ALABAMA,1986,House,4,Al DeShazo,Republican,38588
ALABAMA,1986,House,5,Ronnie Flippo,Democrat,125406
ALABAMA,1986,House,5,Herb McCarley,Republican,33528
ALABAMA,1986,House,6,Ben Erdreich,Democrat,139608
ALABAMA,1986,House,6,L. Morgan Williams,Republican,51924
ALABAMA,1986,House,6,Martin J. Boyers,Socialist Workers,444
ALABAMA,1986,House,7,Claude Harris,Democrat,108128
ALABAMA,1986,House,7,Bill McFarland,Republican,72777
ALABAMA,1986,Senate,,Richard Shelby,Democrat,609360
ALABAMA,1986,Senate,,Jeremiah Denton,Republican,602537
ALASKA,1992,House,,Pegge Begich,Democrat,74053
ALASKA,1992,House,,Don Young,Republican,101799
ALASKA,1992,House,,Betty (Belle Blue) Breck,Libertarian,4182
ALASKA,1992,House,,Write-in,Write-in,243
ALASKA,1986,Senate,,Glenn Olda,Democrat,79727
ALASKA,1986,Senate,,Frank H. Murkowski,Republican,97674
ALASKA,1986,Senate,,Chuck House,Libertarian,3161
ALASKA,1986,Senate,,Write-in,Write-in,239
AMERICAN SAMOA,1988,DELEGATE,,Fofo I. F. Sunia,Democrat,5073
AMERICAN SAMOA,1988,DELEGATE,,Aumoeualogo Salanoa Soli,Republican,4067
ARIZONA,1992,House,1,Harry Braun III,Democrat,51163
ARIZONA,1992,House,1,John J. Rhodes III,Republican,127370
ARIZONA,1992,House,2,Morris K. Udall,Democrat,77239
ARIZONA,1992,House,2,Sheldon Clark,Republican,24522
ARIZONA,1992,House,2,Lorenzo Torres,People Before Prof,3546
ARIZONA,1992,House,3,Bob Stump,Republican,146462
ARIZONA,1992,House,4,Philip R. Davis,Democrat,66894
ARIZONA,1992,House,4,Jon Kyl,Republican,121939
ARIZONA,1992,House,5,Joel Ireland,Democrat,64848
ARIZONA,1992,House,5,Jim Kolbe,Republican,119647
ARIZONA,1992,Senate,,,Democrat,340965
ARIZONA,1992,Senate,,John McCain,Republican,521850
ARIZONA,1992,Senate,,Paul C. Rodriguez,Write-in,50
ARIZONA,1992,Senate,,Robert B. Winn,Write-in,28
ARIZONA,1992,Senate,,David Zilly,Write-in,18
ARKANSAS,1982,House,1,Bill Alexander,Democrat,105782
ARKANSAS,1982,House,1,Rick H. Albin,Republican,58937
ARKANSAS,1982,House,2,Tommy F. Robinson,Democrat,128822
ARKANSAS,1982,House,2,Keith Hamaker,Republican,41247
ARKANSAS,1982,House,2,Elton White,Write-in,77
ARKANSAS,1982,House,3,Su Sargent,Democrat,36723
ARKANSAS,1982,House,3,John Paul Hammerschmidt,Republican,145127
ARKANSAS,1982,House,4,Beryl Anthony Jr.,Democrat,115339
ARKANSAS,1982,House,4,Lerner Keele,Republican,22980
ARKANSAS,1982,House,4,Stephen A. Bitely,Independent,10605
ARKANSAS,1992,Senate,,Dale Bumpers,Democrat,433122
ARKANSAS,1992,Senate,,Asa Hutchinson,Republican,262313
ARKANSAS,1992,Senate,,"Ralph ""Judge Buster"" Forbes",Write-in,52
Alabama,1986,Senate,,Albert Lee Smith Jr,Republican,435797
Alabama,1986,Senate,,Richard C Shelby,Democratic,609716
Alabama,1986,Senate,,,,609360
Alabama,1986,Senate,,,,602537
Alaska,1986,Senate,,Frank H Murkowski,Republican,71183
Alaska,1986,Senate,,Glenn Olds,Democratic,48408
Alaska,1986,Senate,,,,75727
Alaska,1986,Senate,,,,97674
Alaska,1986,Senate,,,,3161
Arizona,1986,Senate,,John McCain,Republican,262088
Arizona,1986,Senate,,Richard Kimball,Democratic,204316
Arizona,1986,Senate,,,,440495
Arizona,1986,Senate,,,,521830
Arkansas,1986,Senate,,Dale Bumpers,Democratic,544803
Arkansas,1986,Senate,,Asa Hutchinson,Republican,228378
Arkansas,1986,Senate,,,,481864
Arkansas,1986,Senate,,,,262557
CALIFORNIA,1982,House,1,Douglas H. Bosco,Democrat,138174
CALIFORNIA,1982,House,1,Floyd G. Sampson,Republican,54436
CALIFORNIA,1982,House,1,Elden McFarland,Peace and Freedom,12149
CALIFORNIA,1982,House,2,"Stephen C. ""Steve"" Swendiman",Democrat,74602
CALIFORNIA,1982,House,2,Wally Herger,Republican,109758
CALIFORNIA,1982,House,2,Harry Hugh Pendery,Libertarian,4054
CALIFORNIA,1982,House,3,Robert T. Matsui,Democrat,158709
CALIFORNIA,1982,House,3,Lowell Landowski,Republican,50265
CALIFORNIA,1982,House,4,Vic Fazio,Democrat,128364
CALIFORNIA,1982,House,4,Jack D. Hite,Republican,54596
CALIFORNIA,1982,House,5,Sala Burton,Democrat,122688
CALIFORNIA,1982,House,5,Mike Garza,Republican,36039
CALIFORNIA,1982,House,5,Samuel K. Grove,Libertarian,2409
CALIFORNIA,1982,House,5,"Theodore ""Ted"" Zaur",Peace and Freedom,2078
CALIFORNIA,1982,House,6,Barbara Boxer,Democrat,142946
CALIFORNIA,1982,House,6,"Franklin ""Harry"" Ernst III",Republican,50606
CALIFORNIA,1982,House,7,George Miller,Democrat,124174
CALIFORNIA,1982,House,7,Rosemary Thakar,Republican,62379
CALIFORNIA,1982,House,8,Ronald V. Dellums,Democrat,121790
CALIFORNIA,1982,House,8,Steven Eigenberg,Republican,76850
