STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
ALABAMA,1966,House,8,Robert E. Jones,Democrat,65982
ALABAMA,1966,House,8,Don Mayhall,Republican,25404
ALABAMA,1966,Senate,,John Sparkman,Democrat,482138
ALABAMA,1966,Senate,,John Grenier,Republican,313018
ALABAMA,1966,Senate,,Julian E. Elgin,Independent,7444
ALASKA,1966,Senate,,E. L. Bartlett,Democrat,49289
ALASKA,1966,Senate,,Lee L. McKinley,Republican,15961
ALASKA,1966,House,,Ralph J. Rivers,Democrat,31867
ALASKA,1966,House,,Howard W. Pollock,Republican,34040
ARIZONA,1966,House,1,"L'Alton ""Pat"" Riggs",Democrat,49913
ARIZONA,1966,House,1,John J. Rhodes,Republican,102007
ARIZONA,1966,House,2,Morris K. Udall,Democrat,66813
ARIZONA,1966,House,2,G. Alfred McGinnis,Republican,45326
ARIZONA,1966,House,3,George F. Senner Jr.,Democrat,43219
ARIZONA,1966,House,3,Sam Steiger,Republican,57145
ARKANSAS,1966,House,1,"E. C. ""Took"" Gatherings",Democrat,0
ARKANSAS,1966,House,2,Wilbur D. Mills,Democrat,0
ARKANSAS,1966,House,3,J. W. Trimble,Democrat,74009
ARKANSAS,1966,House,3,John Paul Hammerschmidt,Republican,83938
ARKANSAS,1966,House,4,David Pryor,Democrat,86887
ARKANSAS,1966,House,4,Lynn Lowe,Republican,46804
ARKANSAS,1966,Senate,,John L. McClellan,Democrat,0
Alabama,1966,Representative,1,,Democratic,48779
Alabama,1966,Representative,1,,Republican,27842
Alabama,1966,Senate,,John Sparkman,Democratic,482338
Alabama,1966,Senate,,John Crommelin,Republican,313818
Alaska,1966,Senate,,Ernest Gruening,Democratic,30286
Alaska,1966,Senate,,Elmer E. Rasmuson,Republican,30657
Arizona,1966,Representative,1,,Democratic,39399
Arizona,1966,Representative,1,,Republican,53842
Arkansas,1966,Representative,1,,Democratic,39364
Arkansas,1966,Representative,1,,Republican,26342
CALIFORNIA,1966,Representatives,1,Thomas T. Storer,Democrat,77000
CALIFORNIA,1966,Representatives,1,Don H. Clausen,Republican,143755
CALIFORNIA,1966,Representatives,10,George Leppert,Democrat,79613
CALIFORNIA,1966,Representatives,10,Charles S. Gubser,Republican,156549
CALIFORNIA,1966,Representatives,11,Mark Sullivan,Democrat,77605
CALIFORNIA,1966,Representatives,11,J. Arthur Younger,Republican,113679
CALIFORNIA,1966,Representatives,12,Gerald V. Barron,Democrat,31787
CALIFORNIA,1966,Representatives,12,Burt L. Talcott,Republican,108070
CALIFORNIA,1966,Representatives,13,Charles A. Storke,Democrat,56240
CALIFORNIA,1966,Representatives,13,Charles M. Teague,Republican,116701
CALIFORNIA,1966,Representatives,14,Jerome R. Waldie,Democrat,108668
CALIFORNIA,1966,Representatives,14,Frank J. Newman,Republican,83878
CALIFORNIA,1966,Representatives,15,John J. McFall,Democrat,81733
CALIFORNIA,1966,Representatives,15,Sam Van Dyken,Republican,61550
CALIFORNIA,1966,Representatives,16,B. F. Sisk,Democrat,118063
CALIFORNIA,1966,Representatives,16,Cecil F. White,Republican,47329
CALIFORNIA,1966,Representatives,17,Cecil R. King,Democrat,76962
CALIFORNIA,1966,Representatives,17,Don Cortum,Republican,49615
CALIFORNIA,1966,Representatives,18,Harlan Hagen,Democrat,76346
CALIFORNIA,1966,Representatives,18,Robert B. (Bob) Mathias,Republican,96699
CALIFORNIA,1966,Representatives,19,Chet Holifield,Democrat,82592
CALIFORNIA,1966,Representatives,19,William R. Sutton,Republican,50068
CALIFORNIA,1966,Representatives,2,Harold T. (Bizz) Johnson,Democrat,131145
CALIFORNIA,1966,Representatives,2,William H. Romack Jr.,Republican,53753
CALIFORNIA,1966,Representatives,3,John E. Moss,Democrat,143177
CALIFORNIA,1966,Representatives,3,Terry G. Fell,Republican,69057
CALIFORNIA,1966,Representatives,4,Robert L. Leggett,Democrat,67942
CALIFORNIA,1966,Representatives,4,Tom McHatton,Republican,46337
CALIFORNIA,1966,Representatives,5,Phillip Burton,Democrat,56476
CALIFORNIA,1966,Representatives,5,Terry R. Macken,Republican,22778
CALIFORNIA,1966,Representatives,6,LeRue Grim,Democrat,40514
CALIFORNIA,1966,Representatives,6,William S. Mailliard,Republican,132906
CALIFORNIA,1966,Representatives,7,Jeffery Cohelan,Democrat,84644
CALIFORNIA,1966,Representatives,7,Malcolm M. Champlin,Republican,46763
CALIFORNIA,1966,Representatives,8,George P. Miller,Democrat,92263
CALIFORNIA,1966,Representatives,8,Raymond P. Britton,Republican,48727
CALIFORNIA,1966,Representatives,9,Don Edwards,Democrat,97311
CALIFORNIA,1966,Representatives,9,Wilbur G. Durkee,Republican,56784
COLORADO,1966,House,1,Byron G. Rogers,Democrat,92088
COLORADO,1966,House,1,Greg Pearson,Republican,72732
COLORADO,1966,House,2,Roy H. McVicker,Democrat,86685
COLORADO,1966,House,2,Donald G. Brotzman,Republican,95123
COLORADO,1966,House,2,Joe Lucero,New Hispano,2263
COLORADO,1966,House,3,Frank E. Evans,Democrat,76270
COLORADO,1966,House,3,David W. Enoch,Republican,71213
COLORADO,1966,House,4,Wayne N. Aspinall,Democrat,84107
COLORADO,1966,House,4,James P. Johnson,Republican,59404
COLORADO,1966,Senate,,Roy Romer,Democrat,266198
COLORADO,1966,Senate,,Gordon Allott,Republican,368307
COLORADO,1966,Senate,,Walter Cranson,Write-In,332
CONNECTICUT,1966,House,1,Emilio Q. Daddario,Democrat,100447
CONNECTICUT,1966,House,1,John L. Bonee,Republican,71353
CONNECTICUT,1966,House,1,Donald B. LaCroix,People's Choice,1299
CONNECTICUT,1966,House,1,,Scattering,124
CONNECTICUT,1966,House,2,William St. Onge,Democrat,90298
CONNECTICUT,1966,House,2,Joseph H. Goldberg,Republican,69402
CONNECTICUT,1966,House,2,Daniel R. Tarascvich,Veteran,939
CONNECTICUT,1966,House,2,,Scattering,181
CONNECTICUT,1966,House,3,Robert N. Giaimo,Democrat,86029
CONNECTICUT,1966,House,3,Stelio Salmona,Republican,67226
CONNECTICUT,1966,House,3,Robert M. Cook,American Independent,8730
CONNECTICUT,1966,House,3,,Scattering,10
CONNECTICUT,1966,House,4,Donald J. Irwin,Democrat,89709
CONNECTICUT,1966,House,4,Abner W. Sibal,Republican,86337
CONNECTICUT,1966,House,4,,Scattering,105
CONNECTICUT,1966,House,5,John S. Monagan,Democrat,98801
CONNECTICUT,1966,House,5,Romeo G. Petroni,Republican,67094
CONNECTICUT,1966,House,5,,Scattering,24
CONNECTICUT,1966,House,6,Bernard F. Grabowski,Democrat,79865
CONNECTICUT,1966,House,6,Thomas J. Meskill,Republican,81907
CONNECTICUT,1966,House,6,Stephen Minot,American Independent,5731
CONNECTICUT,1966,House,6,,Scattering,6
California,1966,Representative,1,,Democratic,85419
California,1966,Representative,1,,Republican,45110
California,1966,House,20,Raymond Freschi,Democrat,46730
California,1966,House,20,H. Allen Smith,Republican,128896
California,1966,House,20,,Scattering,63
California,1966,House,21,Augustus F. Hawkins,Democrat,74216
California,1966,House,21,Norman A. Hodges,Republican,13294
California,1966,House,21,,Scattering,12
California,1966,House,22,James C. Corman,Democrat,94420
California,1966,House,22,Robert C. Cline,Republican,82207
California,1966,House,22,,Scattering,29
California,1966,House,23,Ed O'Connor,Democrat,45141
California,1966,House,23,Del Clawson,Republican,93320
California,1966,House,23,,Scattering,15
California,1966,House,24,Earl G. McNall,Democrat,46138
California,1966,House,24,Glenard P. Lipscomb,Republican,148190
California,1966,House,24,,Scattering,141
California,1966,House,25,Ronald Brooks Cameron,Democrat,63345
California,1966,House,25,Charles E. Wiggins,Republican,70154
California,1966,House,25,,Scattering,13
California,1966,House,26,Thomas M. Rees,Democrat,103280
California,1966,House,26,Irving Teichner,Republican,62441
California,1966,House,26,,Scattering,20
California,1966,House,27,"John A. ""Jack"" Howard",Democrat,49785
California,1966,House,27,Ed Reinecke,Republican,93800
California,1966,House,27,,Scattering,42
California,1966,House,28,Lawrence (Larry) Sherman,Democrat,81007
California,1966,House,28,Alphonzo Bell,Republican,211404
California,1966,House,28,,Scattering,80
California,1966,House,29,George E. Brown Jr.,Democrat,69115
California,1966,House,29,Bill Orozco,Republican,66079
California,1966,House,29,,Scattering,8
California,1966,House,30,Edward R. Roybal,Democrat,72173
California,1966,House,30,Henri O'Bryant Jr.,Republican,36506
California,1966,House,30,,Scattering,20
California,1966,House,31,Charles H. Wilson,Democrat,92875
California,1966,House,31,Theodore (Ted) Smith,Republican,53708
California,1966,House,31,,Scattering,22
California,1966,House,32,Tracy Odell,Democrat,34609
California,1966,House,32,Craig Hosmer,Republican,139328
California,1966,House,32,,Scattering,17
California,1966,House,33,Ken W. Dyal,Democrat,89071
California,1966,House,33,Jerry L. Pettis,Republican,102401
California,1966,House,33,,Scattering,8
California,1966,House,34,Richard T. Hanna,Democrat,127976
California,1966,House,34,Frank LaMagna,Republican,101410
California,1966,House,34,,Scattering,5
California,1966,House,35,Thomas B. Lenhart,Democrat,69873
California,1966,House,35,James B. Utt,Republican,189582
California,1966,House,35,,Scattering,21
California,1966,House,36,William C. Godfrey,Democrat,44365
California,1966,House,36,Bob Wilson,Republican,119274
California,1966,House,36,,Scattering,340
California,1966,House,37,Lionel Van Deerlin,Democrat,80060
California,1966,House,37,Samuel S. Vener,Republican,50817
California,1966,House,37,,Scattering,63
California,1966,Representative,38,John V. Tunney,Democrat,83216
California,1966,Representative,38,Robert R. Barry,Republican,69444
California,1966,Representative,38,,Scattering,114
California,1966,Senate,,George Murphy,Republican,2845632
California,1966,Senate,,Pierre Salinger,Democratic,2749174
Colorado,1966,Representative,1,,Democratic,56288
Colorado,1966,Representative,1,,Republican,54870
Congress,Year,Number_of_Senators,Democrats,Republicans,Other_Parties,Vacant
Connecticut,1966,Representative,1,,Democratic,65788
Connecticut,1966,Representative,1,,Republican,56450
Connecticut,1966,Senate,,Abraham A. Ribicoff,Democratic,611403
Connecticut,1966,Senate,,Peter P. Mariani,Republican,360487
DELAWARE,1966,Senate,,James M. Tunnell,Democrat,67263
DELAWARE,1966,Senate,,J. Caleb Boggs,Republican,97268
DELAWARE,1966,House,,Harris B. McDowell,Democrat,72142
DELAWARE,1966,House,,William V. Roth,Republican,90961
Delaware,1966,Senate,,James M. Tunnell Jr.,Democratic,53337
Delaware,1966,Senate,,J. Caleb Boggs,Republican,82052
FLORIDA,1966,Representatives,1,Bob Sikes,Democrat,55547
FLORIDA,1966,Representatives,1,Scattering,,2862
FLORIDA,1966,Representatives,10,Joe Varon,Democrat,51636
FLORIDA,1966,Representatives,10,J. Herbert Burke,Republican,80989
FLORIDA,1966,Representatives,10,Scattering,,961
FLORIDA,1966,Representatives,11,Claude Pepper,Democrat,62195
FLORIDA,1966,Representatives,11,Scattering,,94
FLORIDA,1966,Representatives,12,Dante B. Fascell,Democrat,62457
FLORIDA,1966,Representatives,12,Mike Thompson,Republican,47226
FLORIDA,1966,Representatives,12,Scattering,,13
FLORIDA,1966,Representatives,2,Don Fuqua,Democrat,71565
FLORIDA,1966,Representatives,2,Harold Hill,Republican,22281
FLORIDA,1966,Representatives,2,Scattering,,4
FLORIDA,1966,Representatives,3,Charles E. Bennett,Democrat,72038
FLORIDA,1966,Representatives,3,Scattering,,71
FLORIDA,1966,Representatives,4,A. Sydney Herlong Jr.,Democrat,70155
FLORIDA,1966,Representatives,4,Scattering,,18
FLORIDA,1966,Representatives,5,Edward J. Gurney,Republican,75875
FLORIDA,1966,Representatives,5,Scattering,,197
FLORIDA,1966,Representatives,6,Sam M. Gibbons,Democrat,50772
FLORIDA,1966,Representatives,6,Scattering,,102
FLORIDA,1966,Representatives,7,James A. Haley,Democrat,64408
FLORIDA,1966,Representatives,7,Joe Z. Lovinggood,Republican,37586
FLORIDA,1966,Representatives,7,Scattering,,1
FLORIDA,1966,Representatives,8,Roy L. Reynolds,Democrat,43275
FLORIDA,1966,Representatives,8,William C. (Bill) Cramer,Republican,105019
FLORIDA,1966,Representatives,9,Paul G. Rogers,Democrat,76828
FLORIDA,1966,Representatives,9,Scattering,,10
Florida,1966,Representative,1,,Democratic,44714
Florida,1966,Representative,1,,Republican,25956
Florida,1966,Senate,,Paul Barns Jr.,Democratic,363932
Florida,1966,Senate,,Edward J. Gurney,Republican,503947
GEORGIA,1966,House,1,G. Elliott Hagan,Democrat,53413
GEORGIA,1966,House,1,Porter Carswell,Republican,38619
GEORGIA,1966,House,10,Robert G. Stephens,Democrat,54141
GEORGIA,1966,House,10,Leroy H. Simkins,Republican,28547
GEORGIA,1966,House,2,Maston O'Neal,Democrat,54487
GEORGIA,1966,House,3,Jack Brinkley,Democrat,42425
GEORGIA,1966,House,3,Billy J. Mixon,Republican,26255
GEORGIA,1966,House,4,James A. Mackay,Democrat,54891
GEORGIA,1966,House,4,Benjamin B. Blackburn,Republican,55249
GEORGIA,1966,House,5,Archie L. Lindsey,Democrat,36751
GEORGIA,1966,House,5,Fletcher Thompson,Republican,53423
GEORGIA,1966,House,6,John J. Flynt Jr.,Democrat,74175
GEORGIA,1966,House,6,G. Paul Jones Jr.,Republican,35048
GEORGIA,1966,House,7,John W. Davis,Democrat,65614
GEORGIA,1966,House,7,Edward Y. Chapin,Republican,35383
GEORGIA,1966,House,8,W. S. (Bill) Stuckey,Democrat,60059
GEORGIA,1966,House,8,Mack F. Mattingly,Republican,17926
GEORGIA,1966,House,9,Phil M. Landrum,Democrat,61930
GEORGIA,1966,Senate,,Richard B. Russell,Democrat,631002
Georgia,1966,Representative,1,,Democratic,1175278
Georgia,1966,Representative,1,,Republican,414
HAWAII,1966,House,,Spark M. (Sparky) Matsunaga,Democrat,140110
HAWAII,1966,House,,Patsy Takemoto Mink,Democrat,140880
HAWAII,1966,House,,John S. Carroll,Republican,67281
HAWAII,1966,House,,James K. Kealoha,Republican,62473
Hawaii,1966,Representative,1,,Democratic,84187
Hawaii,1966,Representative,1,,Republican,54196
Hawaii,1966,Senate,,Thomas P. Gill,Democratic,91778
Hawaii,1966,Senate,,Hiram L. Fong,Republican,97477
IDAHO,1966,House,1,Compton I. White Jr.,Democrat,65446
IDAHO,1966,House,1,James A. McClure,Republican,70410
IDAHO,1966,House,2,A. W. (Bill) Brunt,Democrat,33348
IDAHO,1966,House,2,George V. Hansen,Republican,79024
IDAHO,1966,Senate,,Ralph R. Harding,Democrat,112637
IDAHO,1966,Senate,,Len B. Jordan,Republican,139819
ILLINOIS,1966,House,1,William L. Dawson,Democrat,91119
ILLINOIS,1966,House,1,David R. Reed,Republican,34421
ILLINOIS,1966,House,10,Frank J. Jirka Jr.,Democrat,58376
ILLINOIS,1966,House,10,Harold R. Collier,Republican,132650
ILLINOIS,1966,House,11,Roman C. Pucinski,Democrat,105996
ILLINOIS,1966,House,11,John J. Hoellen,Republican,102244
ILLINOIS,1966,House,12,"Herbert L. ""Hub"" Stern",Democrat,40502
ILLINOIS,1966,House,12,Robert McClory,Republican,90483
ILLINOIS,1966,House,12,Scattering,,8
ILLINOIS,1966,House,13,James L. McCabe,Democrat,50107
ILLINOIS,1966,House,13,Donald Rumsfeld,Republican,138769
ILLINOIS,1966,House,14,Kenneth McCleary,Democrat,51385
ILLINOIS,1966,House,14,John N. Erlenborn,Republican,130442
ILLINOIS,1966,House,15,Selwyn L. Boyer,Democrat,39123
ILLINOIS,1966,House,15,Charlotte T. Reid,Republican,102018
ILLINOIS,1966,House,16,Robert M. Whiteford,Democrat,33274
ILLINOIS,1966,House,16,John B. Anderson,Republican,89990
ILLINOIS,1966,House,17,Bernard J. Hughes,Democrat,59350
ILLINOIS,1966,House,17,Leslie C. Arends,Republican,104240
ILLINOIS,1966,House,18,Thomas V. Cassidy,Democrat,57100
ILLINOIS,1966,House,18,Robert H. Michel,Republican,80203
ILLINOIS,1966,House,19,Gale Schisler,Democrat,71050
ILLINOIS,1966,House,19,Tom Railsback,Republican,77895
ILLINOIS,1966,House,2,Barratt O'Hara,Democrat,83471
ILLINOIS,1966,House,2,Philip G. Bixler,Republican,57620
ILLINOIS,1966,House,20,Richard R. Wolfe,Democrat,62343
ILLINOIS,1966,House,20,Paul Findley,Republican,102609
ILLINOIS,1966,House,20,Scattering,,12
ILLINOIS,1966,House,21,Kenneth J. Gray,Democrat,103128
ILLINOIS,1966,House,21,Robert Beckmeyer,Republican,80382
ILLINOIS,1966,House,22,Cameron B. Satterthwaite,Democrat,55818
ILLINOIS,1966,House,22,William L. Springer,Republican,96453
ILLINOIS,1966,House,23,George E. Shipley,Democrat,95156
ILLINOIS,1966,House,23,Leslie N. Jones,Republican,73463
ILLINOIS,1966,House,24,Melvin Price,Democrat,82513
ILLINOIS,1966,House,24,John S. Guthrie,Republican,32915
ILLINOIS,1966,House,3,William T. Murphy,Democrat,83857
ILLINOIS,1966,House,3,Albert F. Manion,Republican,77442
ILLINOIS,1966,House,4,Ray J. Rybacki,Democrat,48673
ILLINOIS,1966,House,4,Edward J. Derwinski,Republican,125365
ILLINOIS,1966,House,5,John C. Kluczynski,Democrat,85770
ILLINOIS,1966,House,5,Walter K. Kiltz,Republican,66735
ILLINOIS,1966,House,6,Daniel J. Ronan,Democrat,84126
ILLINOIS,1966,House,6,Samuel A. DeCaro,Republican,63374
ILLINOIS,1966,House,7,Frank Annunzio,Democrat,82902
ILLINOIS,1966,House,7,Joseph D. Day,Republican,19650
ILLINOIS,1966,House,8,Daniel D. Rostenkowski,Democrat,94631
ILLINOIS,1966,House,8,John H. Leszynski,Republican,63377
ILLINOIS,1966,House,9,Sidney R. Yates,Democrat,96746
ILLINOIS,1966,House,9,Richard C. Storey Jr.,Republican,64875
ILLINOIS,1966,Senate,,Paul H. Douglas,Democrat,1678147
ILLINOIS,1966,Senate,,Charles H. Percy,Republican,2100140
ILLINOIS,1966,Senate,,Robert Sabonjian,Write-in,41965
ILLINOIS,1966,Senate,,Maxwell Primack,Write-in,1493
ILLINOIS,1966,Senate,,Scattering,,470
INDIANA,1966,Representative,1,Ray J. Madden,Democrat,71040
INDIANA,1966,Representative,1,Albert Harrigan,Republican,50804
INDIANA,1966,Representative,10,Robert H. Staton,Democrat,54515
INDIANA,1966,Representative,10,Richard L. Roudebush,Republican,94428
INDIANA,1966,Representative,11,Andrew Jacobs Jr.,Democrat,65624
INDIANA,1966,Representative,11,Paul R. Oakes,Republican,52096
INDIANA,1966,Representative,2,Ralph G. McFadden,Democrat,71825
INDIANA,1966,Representative,2,Charles A. Halleck,Republican,97161
INDIANA,1966,Representative,3,John Brademas,Democrat,75321
INDIANA,1966,Representative,3,Robert A. Ehlers,Republican,59731
INDIANA,1966,Representative,4,J. Byron Hayes,Democrat,54331
INDIANA,1966,Representative,4,E. Ross Adair,Republican,94457
INDIANA,1966,Representative,5,J. Edward Roush,Democrat,76176
INDIANA,1966,Representative,5,Kenneth Bowman,Republican,72873
INDIANA,1966,Representative,6,James M. Nicholson,Democrat,53762
INDIANA,1966,Representative,6,William G. Bray,Republican,124087
INDIANA,1966,Representative,6,Henry W. Holt,Independent,1363
INDIANA,1966,Representative,7,Elden Tipton,Democrat,67135
INDIANA,1966,Representative,7,John T. Myers,Republican,79864
INDIANA,1966,Representative,8,Winfield K. Denton,Democrat,90837
INDIANA,1966,Representative,8,Roger H. Zion,Republican,94924
INDIANA,1966,Representative,9,Lee H. Hamilton,Democrat,89392
INDIANA,1966,Representative,9,John W. Lewis,Republican,76661
IOWA,1966,House,1,John R. Schmidhauser,Democrat,60534
IOWA,1966,House,1,Fred Schwengel,Republican,64705
IOWA,1966,House,1,Merle M. Thayer,American Constitution,1007
IOWA,1966,House,2,John C. Culver,Democrat,76281
IOWA,1966,House,2,Robert M. L. Johnson,Republican,65079
IOWA,1966,House,2,Scattering,,1
IOWA,1966,House,3,L. A. Pat Touchae,Democrat,48530
IOWA,1966,House,3,H. R. Gross,Republican,79343
IOWA,1966,House,4,Bert Bandstra,Democrat,61074
IOWA,1966,House,4,John Kyl,Republican,65299
IOWA,1966,House,5,Neal Smith,Democrat,72875
IOWA,1966,House,5,Don Mahon,Republican,46981
IOWA,1966,House,5,Robbins Risher,American Constitution,712
IOWA,1966,House,6,Stanley L. Greigg,Democrat,53917
IOWA,1966,House,6,Wiley Mayne,Republican,73274
IOWA,1966,House,6,Lee E. Smith,American Constitution,414
IOWA,1966,House,7,John R. Hansen,Democrat,44529
IOWA,1966,House,7,William J. Scherle,Republican,64217
IOWA,1966,House,7,Gordon Risher,American Constitution,145
IOWA,1966,House,7,Scattering,,1
IOWA,1966,Senate,,E. B. Smith,Democrat,324114
IOWA,1966,Senate,,Jack Miller,Republican,522339
IOWA,1966,Senate,,Robert D. Dilley,American Constitution,3826
IOWA,1966,Senate,,Charles R. Day,Peace Independent,3050
IOWA,1966,Senate,,Herbert F. Hoover,Iowa,2085
IOWA,1966,Senate,,Verne Higens,National Prohibition,2081
IOWA,1966,Senate,,Scattering,,1
Illinois,1966,Representative,1,,Democratic,127586
Illinois,1966,Representative,1,,Republican,86344
Indiana,1966,Senate,,Vance Hartke,Democratic,771541
Indiana,1966,Senate,,Russell Bontrager,Republican,717793
KANSAS,1966,House,1,Berniece Henkle,Democrat,44569
KANSAS,1966,House,1,Robert Dole,Republican,97487
KANSAS,1966,House,2,Harry G. Wiles,Democrat,50336
KANSAS,1966,House,2,Chester L. Mize,Republican,85128
KANSAS,1966,House,3,Marvin E. Rainey,Democrat,51108
KANSAS,1966,House,3,Larry Winn Jr.,Republican,60107
KANSAS,1966,House,3,Harold H. Shomber,Conservative,2349
KANSAS,1966,House,4,Paul H. Gerling,Democrat,39625
KANSAS,1966,House,4,Garner E. Shriver,Republican,86944
KANSAS,1966,House,5,Delno L. Bass,Democrat,55933
KANSAS,1966,House,5,Joe Skubitz,Republican,86944
KANSAS,1966,Senate,,J. Floyd Breeding,Democrat,303223
KANSAS,1966,Senate,,James B. Pearson,Republican,350677
KANSAS,1966,Senate,,Earl F. Dodge,Prohibition,9364
KANSAS,1966,Senate,,George W. Snell,Conservative,7103
KANSAS,1966,Senate,,Write-in,Write-in,1578
KENTUCKY,1966,House,1,Frank A. Stubblefield,Democrat,57736
KENTUCKY,1966,House,1,Richard Nicholson,Republican,24085
KENTUCKY,1966,House,2,William H. Natcher,Democrat,51311
KENTUCKY,1966,House,2,R. Douglas Ford,Republican,35770
KENTUCKY,1966,House,3,Norbert Blume,Democrat,46240
KENTUCKY,1966,House,3,William O. Cowger,Republican,66577
KENTUCKY,1966,House,4,Frank Chelf,Democrat,56902
KENTUCKY,1966,House,4,M. G. (Gene) Snyder,Republican,66801
KENTUCKY,1966,House,4,John J. Moloney,Write-in,143
KENTUCKY,1966,House,5,Eugene C. Harter Jr.,Democrat,21452
KENTUCKY,1966,House,5,Tim Lee Carter,Republican,65596
KENTUCKY,1966,House,6,John C. Watts,Democrat,58182
KENTUCKY,1966,House,6,William McK. Hendren,Republican,31266
KENTUCKY,1966,House,7,Carl D. Perkins,Democrat,65522
KENTUCKY,1966,House,7,C. F. See,Republican,29541
KENTUCKY,1966,Senate,,John Young Brown,Democrat,266079
KENTUCKY,1966,Senate,,John Sherman Cooper,Republican,483805
Kansas,1966,Representative,1,,Democratic,47956
Kansas,1966,Representative,1,,Republican,38103
Kentucky,1966,Representative,1,,Democratic,1194664
Kentucky,1966,Representative,1,,Republican,7568
LOUISIANA,1966,House,1,F. Edward Hébert,Democrat,68523
LOUISIANA,1966,House,2,Hale Boggs,Democrat,90149
LOUISIANA,1966,House,2,Leonard E. Limes,Republican,41209
LOUISIANA,1966,House,3,Edwin E. Willis,Democrat,46533
LOUISIANA,1966,House,3,Hall M. Lyons,Republican,31444
LOUISIANA,1966,House,4,J. D. (Joe) Waggonner Jr.,Democrat,48345
LOUISIANA,1966,House,5,Otto E. Passman,Democrat,38660
LOUISIANA,1966,House,6,John R. Rarick,Democrat,86958
LOUISIANA,1966,House,6,Crayton G. (Sparky) Hall,Republican,26599
LOUISIANA,1966,House,7,Edwin W. Edwards,Democrat,34655
LOUISIANA,1966,House,8,Speedy O. Long,Democrat,33183
LOUISIANA,1966,Senate,,Allen J. Ellender,Democrat,437695
MAINE,1966,House,1,Peter N. Kyros,Democrat,81302
MAINE,1966,House,1,Peter A. Garland,Republican,72984
MAINE,1966,House,1,Thomas L. Maynard,Independent,7098
MAINE,1966,House,2,William D. Hathaway,Democrat,85956
MAINE,1966,House,2,Howard M. Foley,Republican,65476
MAINE,1966,Senate,,Elmer Violette,Democrat,131136
MAINE,1966,Senate,,Margaret Chase Smith,Republican,188291
MAINE,1966,Senate,,Neil S. Bishop,Write-in,108
MARYLAND,1966,Representatives,1,Harry C. Byrd,Democrat,28025
MARYLAND,1966,Representatives,1,Rogers C. B. Morton,Republican,69940
