STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
Alabama,1938,Senate,,Lister Hill,Democrat,113413
Alabama,1938,Senate,,J.M. Pennington,Republican,17885
Alabama,1938,Senate,,Scattering,,1
Alabama,1938,House,1,Frank W. Boykin,Democrat,9853
Alabama,1938,House,2,George M. Grant,Democrat,15569
Alabama,1938,House,3,Henry B. Steagall,Democrat,10089
Alabama,1938,House,4,Sam Hobbs,Democrat,11115
Alabama,1938,House,4,C. W. McKay,Republican,1488
Alabama,1938,House,5,Joe Starnes,Democrat,16587
Alabama,1938,House,5,Frank J. Payne,Independent,49
Alabama,1938,House,6,Pete Jarman,Democrat,10246
Alabama,1938,House,7,William B. Bankhead,Democrat,17903
Alabama,1938,House,7,E. M. Reed,Republican,7207
Alabama,1938,House,8,John J. Sparkman,Democrat,10266
Alabama,1938,House,9,Luther Patrick,Democrat,12627
Alabama,1938,House,9,J. G. Bass,Republican,878
Arizona,1938,Senate,,Carl Hayden,Democrat,82714
Arizona,1938,Senate,,Burt H. Clingan,Republican,25378
Arizona,1938,House,,John R. Murdock,Democrat,83556
Arizona,1938,House,,M. E. (Mike) Cassidy,Republican,20502
Arkansas,1938,Senate,,Hattie W. Caraway,Democrat,122883
Arkansas,1938,Senate,,E. M. Reed,Republican,14290
Arkansas,1938,House,1,E. C. (Took) Gathings,Democrat,23274
Arkansas,1938,House,2,Wilbur D. Mills,Democrat,18513
Arkansas,1938,House,3,Clyde T. Ellis,Democrat,22141
Arkansas,1938,House,4,Ben Cravens,Democrat,22272
Arkansas,1938,House,5,D. D. Terry,Democrat,23949
Arkansas,1938,House,6,W. F. Norrell,Democrat,17662
Arkansas,1938,House,7,Wade Kitchens,Democrat,16145
California,1938,Senate,,Sheridan Downey,Democrat,1372314
California,1938,Senate,,Phillip Bancroft,Republican,1126240
California,1938,Senate,,Lillian Symes Clements,Socialist,22569
California,1938,Senate,,Scattering,,1019
