STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
ALABAMA,1992,House,1,William A. Brewer,Democratic,78742
ALABAMA,1992,House,1,Sonny Callahan,Republican,129874
ALABAMA,1992,House,1,John R. Garrett,Libertarian,6548
ALABAMA,1992,House,1,Write-in,Write-in,40
ALABAMA,1992,House,2,"George C. Wallace, Jr.",Democratic,109335
ALABAMA,1992,House,2,Terry Everett,Republican,112906
ALABAMA,1992,House,2,Malcolm S. Brassell,Independent,1426
ALABAMA,1992,House,2,Richard C. Boone,Independent,1330
ALABAMA,1992,House,2,Glynn Reeves,Libertarian,3150
ALABAMA,1992,House,2,Write-in,Write-in,13
ALABAMA,1992,House,3,Glen Browder,Democratic,119175
ALABAMA,1992,House,3,Don Sledge,Republican,73800
ALABAMA,1992,House,3,Rodric D. Templeton,Libertarian,4570
ALABAMA,1992,House,3,Write-in,Write-in,59
ALABAMA,1992,House,4,Tom Bevill,Democratic,157907
ALABAMA,1992,House,4,"Martha ""Mickey"" Strickland",Republican,66934
ALABAMA,1992,House,4,Robert F. King,Libertarian,5646
ALABAMA,1992,House,4,Write-in,Write-in,36
ALABAMA,1992,House,5,"Robert E. (Bud) Cramer, Jr.",Democratic,160060
ALABAMA,1992,House,5,Terry Smith,Republican,77951
ALABAMA,1992,House,5,J. Michael Seibert,Libertarian,6006
ALABAMA,1992,House,5,Write-in,Write-in,116
ALABAMA,1992,House,6,Ben Erdreich,Democratic,126062
ALABAMA,1992,House,6,Spencer T. Bachus III,Republican,146599
ALABAMA,1992,House,6,Carla Cloum,Independent,4521
ALABAMA,1992,House,6,Mark Bodenhausen,Libertarian,2836
ALABAMA,1992,House,6,Write-in,Write-in,121
ALABAMA,1992,House,7,Earl F. Hilliard,Democratic,144320
ALABAMA,1992,House,7,Kervin Jones,Republican,36086
ALABAMA,1992,House,7,James M. Lewis,Independent,12461
ALABAMA,1992,House,7,James Chambliss,Independent,11466
ALABAMA,1992,House,7,Michael Todd Mayer,Libertarian,2135
ALABAMA,1992,House,7,John Hawkins,Socialist Workers,1195
ALABAMA,1992,House,7,Write-in,Write-in,140
ALABAMA,1992,Presidential,,,,690080
ALABAMA,1992,Presidential,,,,804283
ALABAMA,1992,Presidential,,,,183109
ALABAMA,1992,Presidential,,,,4128
ALABAMA,1992,Presidential,,,,5737
ALABAMA,1992,Presidential,,,,723
ALABAMA,1992,Senate,,Richard C. Shelby,Democratic,1022698
ALABAMA,1992,Senate,,Richard Sellers,Republican,522015
ALABAMA,1992,Senate,,Jerome Shockley,Libertarian,31811
ALABAMA,1992,Senate,,Write-in,Write-in,1276
ALASKA,1992,Presidential,,,,78294
ALASKA,1992,Presidential,,,,102000
ALASKA,1992,Presidential,,,,73481
ALASKA,1992,Presidential,,,,1378
ALASKA,1992,Presidential,,,,1379
ALASKA,1992,Presidential,,,,469
ALASKA,1992,Presidential,,,,433
ALASKA,1992,Presidential,,,,377
ALASKA,1992,Presidential,,,,330
ALASKA,1992,Presidential,,,,365
ALASKA,1992,Senate,,Tony Smith,Democratic,92065
ALASKA,1992,Senate,,Frank H. Murkowski,Republican,127163
ALASKA,1992,Senate,,Mary Jordan,Green,20019
ALASKA,1992,Senate,,Write-in,Write-in,467
ALASKA,1992,House,,John Devens,Democratic,102378
ALASKA,1992,House,,Don Young,Republican,111849
ALASKA,1992,House,,Mike Milligan,Green,15049
ALASKA,1992,House,,Michael States,Alaskan Independence,311
ALASKA,1992,House,,Write-in,Write-in,0
ARIZONA,1996,House,1,Sam Coppersmith,Democratic,130715
ARIZONA,1996,House,1,John J. Rhodes III,Republican,113613
ARIZONA,1996,House,1,Ted Goldstein,Natural Law,10461
ARIZONA,1996,House,2,Ed Pastor,Democratic,90693
ARIZONA,1996,House,2,Don Shooter,Republican,41257
ARIZONA,1996,House,2,Dan Delaranto,Libertarian,5429
ARIZONA,1996,House,3,Roger Hartstone,Democratic,88839
ARIZONA,1996,House,3,Bob Stump,Republican,158906
ARIZONA,1996,House,3,Pamela Volponi,Natural Law,10767
ARIZONA,1996,House,4,Walter R. Mybeck II,Democratic,70572
ARIZONA,1996,House,4,Jon Kyl,Republican,156339
ARIZONA,1996,House,4,Debbie Collings,Independent,25553
ARIZONA,1996,House,4,Tim McDermott,Libertarian,11511
ARIZONA,1996,House,5,Jim Toevs,Democratic,77256
ARIZONA,1996,House,5,Jim Kolbe,Republican,172867
