STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
CONNECTICUT,1960,House,3,Robert B. Cook,American Independent,7123
CONNECTICUT,1960,House,4,Donald J. Irwin,Democratic,104723
CONNECTICUT,1960,House,4,Lowell P. Weicker Jr.,Republican,113749
CONNECTICUT,1960,House,4,Morris Earle,Dossociators,2798
CONNECTICUT,1948,House,5,John S. Monagan,Democrat,110337
CONNECTICUT,1948,House,5,Gaetano A. Russo Jr.,Republican,85591
CONNECTICUT,1948,House,6,Robert M. Sharaf,Democrat,76413
CONNECTICUT,1948,House,6,Thomas J. Meskill,Republican,126208
CONNECTICUT,1960,Presidential,,,,621561
CONNECTICUT,1960,Presidential,,,,556721
CONNECTICUT,1960,Presidential,,,,76650
CONNECTICUT,1960,Senate,,Abraham A. Ribicoff,Democratic,655043
CONNECTICUT,1960,Senate,,Edwin H. May Jr.,Republican,451455
California,1974,House,17,Glenn M. Anderson,Democrat,75070
California,1974,House,17,Joe Blatchford,Republican,71174
California,1974,House,17,Ben Dobbs,Peace and Freedom,1685
California,1974,House,18,Harlan Hagan,Democrat,51274
California,1974,House,18,Robert B. Mathias,Republican,100008
California,1974,House,18,Edward Calvin Williams,American Independent,2186
California,1974,House,19,Chet Holifield,Democrat,96857
California,1974,House,19,Bill Jones,Republican,52284
California,1974,House,19,Wayne L. Cook,American Independent,3996
California,1974,House,20,Don White,Democrat,56008
California,1974,House,20,H. Allen Smith,Republican,133148
California,1974,House,20,Robert G. Clarke,Peace and Freedom,2965
California,1974,House,21,Augustus F. Hawkins,Democrat,87205
California,1974,House,21,Rayfield Lundy,Republican,7995
California,1974,House,22,James C. Corman,Democrat,102332
California,1974,House,22,Joe Holt,Republican,74433
California,1974,House,22,Hugh Manes,Peace and Freedom,8024
California,1974,House,23,Jim Sperrazzo,Democrat,51606
California,1974,House,23,Del Clawson,Republican,95628
California,1974,House,24,Fred Warner Neal,Democrat,56723
California,1974,House,24,Glenard P. Lipscomb,Republican,152180
California,1974,House,25,Keith F. Shirey,Democrat,64732
California,1974,House,25,Charles E. Wiggins,Republican,141600
California,1974,House,26,Thomas M. Rees,Democrat,132447
California,1974,House,26,Irving Teichner,Republican,63393
California,1974,House,26,Jack Weinberg,Peace and Freedom,6394
California,1974,House,27,John T. Butchko,Democrat,60808
California,1974,House,27,Ed Reinecke,Republican,158309
California,1974,House,28,John McKee Pratt,Democrat,63414
California,1974,House,28,Alphonzo Bell,Republican,168208
California,1974,House,28,Sherman Pearl,Peace and Freedom,4503
California,1974,House,29,George E. Brown Jr.,Democrat,74807
California,1974,House,29,Bill Orozco,Republican,68213
California,1974,House,30,Edward R. Roybal,Democrat,75381
California,1974,House,30,Samuel M. Cavnar,Republican,36312
California,1974,House,31,Charles H. Wilson,Democrat,94387
California,1974,House,31,James R. Dunn,Republican,62711
California,1974,House,31,Stanley L. Schulte,American Independent,3134
California,1974,House,32,Arthur J. Gottlieb,Democrat,45308
California,1974,House,32,Craig Hosmer,Republican,138494
California,1974,House,32,Richard B. Williams,American Independent,3898
California,1974,House,33,Al C. Bellard,Democrat,59619
California,1974,House,33,Jerry L. Pettis,Republican,123426
California,1974,House,33,Earl D. Wallen,American Independent,3171
California,1974,House,34,Richard T. Hanna,Democrat,105880
California,1974,House,34,Bill J. Teague,Republican,102333
California,1974,House,35,Thomas B. Lenhardt,Democrat,73778
California,1974,House,35,James B. Utt,Republican,212684
California,1974,House,35,Annie McDonald,American Independent,7000
California,1974,House,36,Don Lindgren,Democrat,58578
California,1974,House,36,Bob Wilson,Republican,147772
California,1974,House,37,Lionel Van Deerlin,Democrat,95591
California,1974,House,37,Mike Schaefer,Republican,52212
California,1968,Presidential,,,,3467664
California,1908,Presidential,,,,321923
Colorado,1968,Presidential,,,,462992
Colorado,1908,Presidential,,,,265585
Connecticut,1968,Presidential,,,,1014829
Connecticut,1908,Presidential,,,,112815
DELAWARE,1948,House,,Harris B. McDowell,Democrat,82993
DELAWARE,1948,House,,William V. Roth Jr.,Republican,117827
DISTRICT OF COLUMBIA,1952,PRESIDENTIAL,,,,139566
DISTRICT OF COLUMBIA,1952,PRESIDENTIAL,,,,31012
Delaware,1968,Presidential,,,,139928
Delaware,1908,Presidential,,,,24832
FLORIDA,1948,HOUSE,1,Bob Sikes,Democratic,116215
FLORIDA,1948,HOUSE,1,John Drzazga,Republican,21063
FLORIDA,1948,HOUSE,10,Elton J. Gissendanner,Democratic,82138
FLORIDA,1948,HOUSE,10,J. Herbert Burke,Republican,99844
FLORIDA,1948,HOUSE,11,Claude Pepper,Democratic,99154
FLORIDA,1948,HOUSE,11,Ronald I. Strauss,Republican,30324
FLORIDA,1948,HOUSE,11,,Write-in,1
FLORIDA,1948,HOUSE,12,Dante B. Fascell,Democratic,82362
FLORIDA,1948,HOUSE,12,Mike Thompson,Republican,62032
FLORIDA,1948,HOUSE,2,Don Fuqua,Democratic,87313
FLORIDA,1948,HOUSE,3,Charles E. Bennett,Democratic,103540
FLORIDA,1948,HOUSE,3,Bill Parsons,Republican,27696
FLORIDA,1948,HOUSE,4,Bill Chappell Jr.,Democratic,86251
FLORIDA,1948,HOUSE,4,William F. Herlong Jr.,Republican,76974
FLORIDA,1948,HOUSE,5,James C. Robinson,Democratic,67505
FLORIDA,1948,HOUSE,5,Louis Frey Jr.,Republican,108620
FLORIDA,1948,HOUSE,6,Sam M. Gibbons,Democratic,84193
FLORIDA,1948,HOUSE,6,Paul A. Saad,Republican,51637
FLORIDA,1948,HOUSE,6,,Write-in,4
FLORIDA,1948,HOUSE,7,James A. Haley,Democratic,91539
FLORIDA,1948,HOUSE,7,Joe Z. Lovingood,Republican,74896
FLORIDA,1948,HOUSE,8,William C. Cramer,Republican,117747
FLORIDA,1948,HOUSE,9,Paul G. Rogers,Democratic,111539
FLORIDA,1948,HOUSE,9,Robert W. Rust,Republican,87074
FLORIDA,1948,PRESIDENTIAL,,,,676794
FLORIDA,1948,PRESIDENTIAL,,,,886804
FLORIDA,1948,PRESIDENTIAL,,,,624207
FLORIDA,1948,SENATE,,LeRoy Collins,Democratic,892637
FLORIDA,1948,SENATE,,Edward J. Gurney,Republican,1131499
Florida,1968,Presidential,,,,1184805
Florida,1908,Presidential,,,,27706
GEORGIA,1948,House,1,G. Elliott Hagan,Democratic,77403
GEORGIA,1948,House,1,Joe Tribble,Republican,36118
GEORGIA,1948,House,10,"Robert G. Stephens, Jr.",Democratic,80674
GEORGIA,1948,House,10,Write-in,Write-in,6
GEORGIA,1948,House,2,Maston O'Neal,Democratic,72830
GEORGIA,1948,House,3,Jack Brinkley,Democratic,55759
GEORGIA,1948,House,3,Write-in,Write-in,3
GEORGIA,1948,House,4,James A. Mackay,Democratic,58154
GEORGIA,1948,House,4,Ben B. Blackburn,Republican,78753
GEORGIA,1948,House,5,Charles Longstreet Weltner,Democratic,63183
GEORGIA,1948,House,5,Fletcher Thompson,Republican,79258
GEORGIA,1948,House,5,Write-in,Write-in,1
GEORGIA,1948,House,6,"John J. Flynt, Jr.",Democratic,97289
GEORGIA,1948,House,6,Write-in,Write-in,5
GEORGIA,1948,House,7,John W. Davis,Democratic,96569
GEORGIA,1948,House,7,Write-in,Write-in,151
GEORGIA,1948,House,8,"W. S. (Bill) Stuckey, Jr.",Democratic,64912
GEORGIA,1948,House,8,Write-in,Write-in,1
GEORGIA,1948,House,9,Phil M. Landrum,Democratic,83829
GEORGIA,1948,House,9,Write-in,Write-in,3
GEORGIA,1948,Presidential,,,,334439
GEORGIA,1948,Presidential,,,,366611
GEORGIA,1948,Presidential,,,,535550
GEORGIA,1948,Presidential,,,,128
GEORGIA,1948,Senate,,Herman E. Talmadge,Democratic,885093
GEORGIA,1948,Senate,,"E. Earl Patton, Jr.",Republican,256796
GEORGIA,1948,Senate,,Write-in,Write-in,95
Georgia,1968,Presidential,,,,994062
Georgia,1908,Presidential,,,,72704
HAWAII,1948,House,0,Spark M. Matsunaga,Democrat,161954
HAWAII,1948,House,0,Peter T. Mink,Democrat,149207
HAWAII,1948,House,0,Neal S. Blaisdell,Republican,78733
HAWAII,1948,House,0,George Dubois,Republican,30233
HAWAII,1948,House,0,Peter Lombardi,Peace and Freedom,2026
HAWAII,1948,House,0,John D. Olsen,Peace and Freedom,2432
HAWAII,1948,Presidential,,,,141324
HAWAII,1948,Presidential,,,,91425
HAWAII,1948,Presidential,,,,3469
HAWAII,1948,Senate,,Daniel Inouye,Democrat,189248
HAWAII,1948,Senate,,Wayne C. Thiessen,Republican,34008
HAWAII,1948,Senate,,Oliver M. Lee,Peace and Freedom,3671
Hawaii,1982,House,1,Heftel,Democratic,101784
Hawaii,1982,House,1,Pico,Republican,28702
Hawaii,1982,House,1,Goodman,Libertarian,1826
Hawaii,1982,House,1,Maertens,Independent,3146
Hawaii,1982,House,2,Akaka,Democratic,94246
Hawaii,1982,House,2,Kaapu,Republican,46178
Hawaii,1982,House,2,Mallan,Libertarian,2255
Hawaii,1982,House,2,Hustace,Independent,2892
Hawaii,1968,Presidential,,,,180061
Hawaii,1982,Senate,,Heftel,Democratic,189042
Hawaii,1982,Senate,,Dods,Republican,114633
Hawaii,1982,Senate,,Rohlfing,Libertarian,4518
Hawaii,1982,Senate,,Carpenter,Independent,7222
IDAHO,1948,House,1,Compton I. White,Democrat,62002
IDAHO,1948,House,1,James A. McClure,Republican,90870
IDAHO,1948,House,2,Darrell V. Manning,Democrat,54256
IDAHO,1948,House,2,Orval Hansen,Republican,65029
IDAHO,1948,House,2,Joel Anderson,American Independent,4377
IDAHO,1948,Presidential,,,,89273
IDAHO,1948,Presidential,,,,165369
IDAHO,1948,Presidential,,,,36541
IDAHO,1948,Senate,,Frank Church,Democrat,173482
IDAHO,1948,Senate,,George V. Hansen,Republican,114394
ILLINOIS,1948,House,1,William L. Dawson,Democratic,119207
ILLINOIS,1948,House,1,Janet Roberts Jennings,Republican,21758
ILLINOIS,1948,House,10,Seymour C. Axelrood,Democratic,73766
ILLINOIS,1948,House,10,Harold R. Collier,Republican,148398
ILLINOIS,1948,House,11,Roman C. Pucinski,Democratic,128152
ILLINOIS,1948,House,11,John J. Hoellen,Republican,101665
ILLINOIS,1948,House,12,Albert S. Salvi,Democratic,50525
ILLINOIS,1948,House,12,Robert McClory,Republican,120370
ILLINOIS,1948,House,13,David C. Baylor,Democratic,69987
ILLINOIS,1948,House,13,Donald Rumsfeld,Republican,186714
ILLINOIS,1948,House,14,Marc Karson,Democratic,66293
ILLINOIS,1948,House,14,John N. Erlenborn,Republican,163332
ILLINOIS,1948,House,14,Write-in,,0
ILLINOIS,1948,House,15,Benjamin F. Alschuler,Democratic,55291
ILLINOIS,1948,House,15,Charlotte T. Reid,Republican,121432
ILLINOIS,1948,House,16,Dean Major,Democratic,53838
ILLINOIS,1948,House,16,John B. Anderson,Republican,111037
ILLINOIS,1948,House,17,Lester A. Hawthorne,Democratic,65192
ILLINOIS,1948,House,17,Leslie C. Arends,Republican,122513
ILLINOIS,1948,House,18,James G. Hatcher,Democratic,68173
ILLINOIS,1948,House,18,Robert H. Michel,Republican,106122
ILLINOIS,1948,House,19,Craig Lovitt,Democratic,66135
ILLINOIS,1948,House,19,Tom Railsback,Republican,114948
ILLINOIS,1948,House,2,Abner J. Mikva,Democratic,106642
ILLINOIS,1948,House,2,Thomas R. Ireland,Republican,56513
ILLINOIS,1948,House,20,Donald L. Schilson,Democratic,63412
ILLINOIS,1948,House,20,Paul Findley,Republican,124121
ILLINOIS,1948,House,3,William T. Murphy,Democratic,101729
ILLINOIS,1948,House,3,Robert A. Podesta,Republican,86595
ILLINOIS,1948,House,4,Robert E. Creighton,Democratic,70145
ILLINOIS,1948,House,4,Edward J. Derwinski,Republican,151216
ILLINOIS,1948,House,5,John C. Kluczynski,Democratic,96584
ILLINOIS,1948,House,5,Joseph J. Krasowski,Republican,77887
ILLINOIS,1948,House,6,Daniel J. Ronan,Democratic,94779
ILLINOIS,1948,House,6,Gerald Dolezal,Republican,63999
ILLINOIS,1948,House,7,Frank Annunzio,Democratic,86769
ILLINOIS,1948,House,7,Thomas J. Lento,Republican,17594
ILLINOIS,1948,House,8,Daniel D. Rostenkowski,Democratic,105003
ILLINOIS,1948,House,8,Henry S. Kaplinski,Republican,62254
ILLINOIS,1948,House,9,Sidney R. Yates,Democratic,119032
ILLINOIS,1948,House,9,Edward U. Notz,Republican,65687
ILLINOIS,1948,Presidential,,,,2039314
ILLINOIS,1948,Presidential,,,,2174774
ILLINOIS,1948,Presidential,,,,390958
ILLINOIS,1948,Presidential,,,,13878
ILLINOIS,1948,Presidential,,,,325
INDIANA,1932,HOUSE,10,William J. Norton,Democrat,83981
INDIANA,1932,HOUSE,10,David W. Dennis,Republican,98090
INDIANA,1932,HOUSE,11,Andrew Jacobs Jr.,Democrat,80015
INDIANA,1932,HOUSE,11,W. W. Hill Jr.,Republican,70725
INDIANA,1932,HOUSE,3,John Brademas,Democrat,94452
INDIANA,1932,HOUSE,3,William W. Erwin,Republican,86354
INDIANA,1932,HOUSE,4,J. Edward Roush,Democrat,93515
INDIANA,1932,HOUSE,4,E. Ross Adair,Republican,98977
INDIANA,1932,HOUSE,5,Robert C. Ford,Democrat,67370
INDIANA,1932,HOUSE,5,Richard L. Roudebush,Republican,114587
INDIANA,1932,HOUSE,6,Phillip L. Bayt,Democrat,76940
INDIANA,1932,HOUSE,6,William G. Bray,Republican,142207
INDIANA,1932,HOUSE,7,Elden C. Tipton,Democrat,78045
INDIANA,1932,HOUSE,7,John T. Myers,Republican,115921
INDIANA,1932,HOUSE,7,,Write-in,15
INDIANA,1932,HOUSE,8,K. Wayne Kent,Democrat,91642
INDIANA,1932,HOUSE,8,Roger H. Zion,Republican,109585
INDIANA,1932,HOUSE,9,Lee H. Hamilton,Democrat,102707
INDIANA,1932,HOUSE,9,Robert D. Garton,Republican,86012
IOWA,1968,House,1,John R. Schmidhauser,Democrat,81049
IOWA,1968,House,1,Fred Schwengel,Republican,91419
IOWA,1968,House,1,,Scattering,1
IOWA,1968,House,2,John C. Culver,Democrat,103651
IOWA,1968,House,2,Tom Riley,Republican,84634
IOWA,1968,House,2,,Scattering,4
IOWA,1968,House,3,John E. Van Eschen,Democrat,57164
IOWA,1968,House,3,H. R. Gross,Republican,101839
IOWA,1968,House,4,Bert Bandstra,Democrat,71134
IOWA,1968,House,4,John Kyl,Republican,83259
IOWA,1968,House,5,Neal Smith,Democrat,99586
IOWA,1968,House,5,Don Mahon,Republican,60710
IOWA,1968,House,6,Jerry O. Sullivan,Democrat,54171
IOWA,1968,House,6,Wiley Mayne,Republican,100802
IOWA,1968,House,7,Richard C. Oshlo,Democrat,46774
IOWA,1968,House,7,William J. Scherle,Republican,87212
IOWA,1968,House,7,,Scattering,2
IOWA,1932,SENATE,,Harold E. Hughes,Democrat,574884
IOWA,1932,SENATE,,David M. Stanley,Republican,568469
IOWA,1932,SENATE,,Ferne M. Higens,Prohibition,727
IOWA,1932,PRESIDENT,,,Democratic,476699
IOWA,1932,PRESIDENT,,,Republican,619106
IOWA,1932,PRESIDENT,,,American Independent,66422
IOWA,1932,PRESIDENT,,,Nomination by petition,3377
IOWA,1932,PRESIDENT,,,Prohibition,362
IOWA,1932,PRESIDENT,,,Socialist Labor,241
IOWA,1932,PRESIDENT,,,Peace and Freedom,1332
IOWA,1932,PRESIDENT,,,Universal,142
IOWA,1932,PRESIDENT,,,Scattering,250
Idaho,1968,Presidential,,,,238728
Idaho,1908,Presidential,,,,83635
Illinois,1932,House,21,Kenneth J. Gray,Democrat,111425
Illinois,1932,House,21,Val Oshel,Republican,94363
Illinois,1932,House,22,Carl Firley,Democrat,63957
Illinois,1932,House,22,William L. Springer,Republican,115258
Illinois,1932,House,22,,Write-in,20
Illinois,1932,House,23,George E. Shipley,Democrat,104349
Illinois,1932,House,23,Bert Hopper,Republican,88945
Illinois,1932,House,24,Melvin Price,Democrat,113507
Illinois,1932,House,24,John S. Guthrie,Republican,45649
Illinois,1968,Presidential,,,,2934704
Illinois,1908,Presidential,,,,1155951
Indiana,1932,House,1,Ray J. Madden,Democrat,90055
Indiana,1932,House,1,Donald E. Taylor,Republican,68313
Indiana,1932,House,1,J. Ralston Miller,Prohibition,351
Indiana,1932,House,2,Edward F. Kelly,Democrat,85984
Indiana,1932,House,2,Earl F. Landgrebe,Republican,104238
Indiana,1932,Presidential,,,,806059
Indiana,1932,Presidential,,,,1067885
Indiana,1932,Presidential,,,,243108
Indiana,1932,Presidential,,,,4616
Indiana,1932,Presidential,,,,1293
Indiana,1932,Senate,,Birch E. Bayh Jr.,Democrat,1060456
Indiana,1932,Senate,,William D. Ruckelshaus,Republican,988571
Indiana,1932,Senate,,L. Earl Malcom,Prohibition,2844
Indiana,1932,Senate,,Ralph Levitt,Socialist Workers,1247
Indiana,1968,Presidential,,,,1553873
Indiana,1908,Presidential,,,,683183
Iowa,1968,Presidential,,,,1142348
Iowa,1908,Presidential,,,,500431
KANSAS,1968,House,1,George W. Meeker,Democrat,82102
KANSAS,1968,House,1,Keith G. Sebelius,Republican,87012
KANSAS,1968,House,1,,Scattering,2
KANSAS,1968,House,2,Robert Austin Swan Jr.,Democrat,53151
KANSAS,1968,House,2,Chester L. Mize,Republican,110768
KANSAS,1952,House,3,Newell A. George,Democrat,59672
KANSAS,1952,House,3,Larry Winn Jr.,Republican,100877
KANSAS,1952,House,4,Patrick F. Kelly,Democrat,55621
KANSAS,1952,House,4,Garner E. Shriver,Republican,101901
KANSAS,1952,House,4,,Scattering,1
KANSAS,1952,House,5,A. F. Bramble,Democrat,59058
KANSAS,1952,House,5,Joe Skubitz,Republican,107085
KANSAS,1952,House,5,,Scattering,1
KANSAS,1968,President,,,,302996
KANSAS,1968,President,,,,478674
KANSAS,1968,President,,,,88921
KANSAS,1968,President,,,,2192
KANSAS,1968,Senate,,William I. Robinson,Democrat,315911
KANSAS,1968,Senate,,Bob Dole,Republican,490911
KANSAS,1968,Senate,,Joseph Fred Hyskell,Prohibition,10262
KANSAS,1968,Senate,,,Scattering,12
