county,office,district,party,candidate,votes,state
Barre,Governor,,Unenrolled,Mccormick and Post,16,MA
Barre,Governor,,United Independent,Falchuk and Jennings,76,MA
Becket,Governor,,,All Others,0,MA
Becket,Governor,,,Blank Votes,7,MA
Becket,Governor,,,Total Votes Cast,593,MA
Becket,Governor,,Democratic,Coakley and Kerrigan,354,MA
Becket,Governor,,Republican,Baker and Polito,191,MA
Becket,Governor,,Unenrolled,Lively and Saunders,15,MA
Becket,Governor,,Unenrolled,Mccormick and Post,9,MA
Becket,Governor,,United Independent,Falchuk and Jennings,17,MA
Bedford,Governor,,,All Others,0,MA
Bedford,Governor,,,Blank Votes,47,MA
Bedford,Governor,,,Total Votes Cast,5664,MA
Bedford,Governor,,Democratic,Coakley and Kerrigan,2633,MA
Bedford,Governor,,Republican,Baker and Polito,2764,MA
Bedford,Governor,,Unenrolled,Lively and Saunders,35,MA
Bedford,Governor,,Unenrolled,Mccormick and Post,35,MA
Bedford,Governor,,United Independent,Falchuk and Jennings,150,MA
Belchertown,Governor,,,All Others,2,MA
Belchertown,Governor,,,Blank Votes,75,MA
Belchertown,Governor,,,Total Votes Cast,5275,MA
Belchertown,Governor,,Democratic,Coakley and Kerrigan,2209,MA
Belchertown,Governor,,Republican,Baker and Polito,2440,MA
Belchertown,Governor,,Unenrolled,Lively and Saunders,87,MA
Belchertown,Governor,,Unenrolled,Mccormick and Post,43,MA
Belchertown,Governor,,United Independent,Falchuk and Jennings,419,MA
Bellingham,Governor,,,All Others,3,MA
Bellingham,Governor,,,Blank Votes,68,MA
Bellingham,Governor,,,Total Votes Cast,5662,MA
Bellingham,Governor,,Democratic,Coakley and Kerrigan,2038,MA
Bellingham,Governor,,Republican,Baker and Polito,3268,MA
Bellingham,Governor,,Unenrolled,Lively and Saunders,42,MA
Bellingham,Governor,,Unenrolled,Mccormick and Post,53,MA
Bellingham,Governor,,United Independent,Falchuk and Jennings,190,MA
Belmont,Governor,,,All Others,11,MA
Belmont,Governor,,,Blank Votes,98,MA
Belmont,Governor,,,Total Votes Cast,10345,MA
Belmont,Governor,,Democratic,Coakley and Kerrigan,5623,MA
Belmont,Governor,,Republican,Baker and Polito,4303,MA
Belmont,Governor,,Unenrolled,Lively and Saunders,37,MA
Belmont,Governor,,Unenrolled,Mccormick and Post,49,MA
Belmont,Governor,,United Independent,Falchuk and Jennings,224,MA
Berkley,Governor,,,All Others,0,MA
Berkley,Governor,,,Blank Votes,29,MA
Berkley,Governor,,,Total Votes Cast,2133,MA
Berkley,Governor,,Democratic,Coakley and Kerrigan,720,MA
Berkley,Governor,,Republican,Baker and Polito,1264,MA
Berkley,Governor,,Unenrolled,Lively and Saunders,32,MA
Berkley,Governor,,Unenrolled,Mccormick and Post,21,MA
Berkley,Governor,,United Independent,Falchuk and Jennings,67,MA
Berlin,Governor,,,All Others,0,MA
Berlin,Governor,,,Blank Votes,19,MA
Berlin,Governor,,,Total Votes Cast,1411,MA
Berlin,Governor,,Democratic,Coakley and Kerrigan,548,MA
Berlin,Governor,,Republican,Baker and Polito,758,MA
Berlin,Governor,,Unenrolled,Lively and Saunders,20,MA
Berlin,Governor,,Unenrolled,Mccormick and Post,15,MA
Berlin,Governor,,United Independent,Falchuk and Jennings,51,MA
Bernardston,Governor,,,All Others,1,MA
Bernardston,Governor,,,Blank Votes,12,MA
Bernardston,Governor,,,Total Votes Cast,808,MA
Bernardston,Governor,,Democratic,Coakley and Kerrigan,391,MA
Bernardston,Governor,,Republican,Baker and Polito,312,MA
Bernardston,Governor,,Unenrolled,Lively and Saunders,13,MA
Bernardston,Governor,,Unenrolled,Mccormick and Post,3,MA
Bernardston,Governor,,United Independent,Falchuk and Jennings,76,MA
Beverly,Governor,,,All Others,4,MA
Beverly,Governor,,,Blank Votes,205,MA
Beverly,Governor,,,Total Votes Cast,14794,MA
Beverly,Governor,,Democratic,Coakley and Kerrigan,6394,MA
Beverly,Governor,,Republican,Baker and Polito,7538,MA
Beverly,Governor,,Unenrolled,Lively and Saunders,134,MA
Beverly,Governor,,Unenrolled,Mccormick and Post,88,MA
Beverly,Governor,,United Independent,Falchuk and Jennings,431,MA
Billerica,Governor,,,All Others,7,MA
Billerica,Governor,,,Blank Votes,134,MA
Billerica,Governor,,,Total Votes Cast,14234,MA
Billerica,Governor,,Democratic,Coakley and Kerrigan,5121,MA
Billerica,Governor,,Republican,Baker and Polito,8248,MA
Billerica,Governor,,Unenrolled,Lively and Saunders,132,MA
Billerica,Governor,,Unenrolled,Mccormick and Post,130,MA
Billerica,Governor,,United Independent,Falchuk and Jennings,462,MA
Blackstone,Governor,,,All Others,0,MA
Blackstone,Governor,,,Blank Votes,36,MA
Blackstone,Governor,,,Total Votes Cast,2913,MA
Blackstone,Governor,,Democratic,Coakley and Kerrigan,1011,MA
Blackstone,Governor,,Republican,Baker and Polito,1687,MA
Blackstone,Governor,,Unenrolled,Lively and Saunders,35,MA
Blackstone,Governor,,Unenrolled,Mccormick and Post,36,MA
Blackstone,Governor,,United Independent,Falchuk and Jennings,108,MA
Blandford,Governor,,,All Others,0,MA
Blandford,Governor,,,Blank Votes,5,MA
Blandford,Governor,,,Total Votes Cast,515,MA
Blandford,Governor,,Democratic,Coakley and Kerrigan,152,MA
Blandford,Governor,,Republican,Baker and Polito,293,MA
Blandford,Governor,,Unenrolled,Lively and Saunders,10,MA
Blandford,Governor,,Unenrolled,Mccormick and Post,4,MA
Blandford,Governor,,United Independent,Falchuk and Jennings,51,MA
Bolton,Governor,,,All Others,2,MA
Bolton,Governor,,,Blank Votes,18,MA
Bolton,Governor,,,Total Votes Cast,2294,MA
Bolton,Governor,,Democratic,Coakley and Kerrigan,877,MA
Bolton,Governor,,Republican,Baker and Polito,1278,MA
Bolton,Governor,,Unenrolled,Lively and Saunders,22,MA
Bolton,Governor,,Unenrolled,Mccormick and Post,15,MA
Bolton,Governor,,United Independent,Falchuk and Jennings,82,MA
Boston,Governor,,,All Others,222,MA
Boston,Governor,,,Blank Votes,2275,MA
Boston,Governor,,,Total Votes Cast,161115,MA
Boston,Governor,,Democratic,Coakley and Kerrigan,104995,MA
Boston,Governor,,Republican,Baker and Polito,47653,MA
Boston,Governor,,Unenrolled,Lively and Saunders,681,MA
Boston,Governor,,Unenrolled,Mccormick and Post,858,MA
Boston,Governor,,United Independent,Falchuk and Jennings,4431,MA
Bourne,Governor,,,All Others,0,MA
Bourne,Governor,,,Blank Votes,53,MA
Bourne,Governor,,,Total Votes Cast,7548,MA
Bourne,Governor,,Democratic,Coakley and Kerrigan,2666,MA
Bourne,Governor,,Republican,Baker and Polito,4494,MA
Bourne,Governor,,Unenrolled,Lively and Saunders,74,MA
Bourne,Governor,,Unenrolled,Mccormick and Post,68,MA
Bourne,Governor,,United Independent,Falchuk and Jennings,193,MA
Boxborough,Governor,,,All Others,5,MA
Boxborough,Governor,,,Blank Votes,24,MA
Boxborough,Governor,,,Total Votes Cast,2102,MA
Boxborough,Governor,,Democratic,Coakley and Kerrigan,944,MA
Boxborough,Governor,,Republican,Baker and Polito,1045,MA
Boxborough,Governor,,Unenrolled,Lively and Saunders,16,MA
Boxborough,Governor,,Unenrolled,Mccormick and Post,9,MA
Boxborough,Governor,,United Independent,Falchuk and Jennings,59,MA
Boxford,Governor,,,All Others,0,MA
Boxford,Governor,,,Blank Votes,22,MA
Boxford,Governor,,,Total Votes Cast,3695,MA
Boxford,Governor,,Democratic,Coakley and Kerrigan,1031,MA
Boxford,Governor,,Republican,Baker and Polito,2542,MA
Boxford,Governor,,Unenrolled,Lively and Saunders,12,MA
Boxford,Governor,,Unenrolled,Mccormick and Post,18,MA
Boxford,Governor,,United Independent,Falchuk and Jennings,70,MA
Boylston,Governor,,,All Others,6,MA
Boylston,Governor,,,Blank Votes,18,MA
Boylston,Governor,,,Total Votes Cast,2075,MA
Boylston,Governor,,Democratic,Coakley and Kerrigan,710,MA
Boylston,Governor,,Republican,Baker and Polito,1277,MA
Boylston,Governor,,Unenrolled,Lively and Saunders,11,MA
Boylston,Governor,,Unenrolled,Mccormick and Post,6,MA
Boylston,Governor,,United Independent,Falchuk and Jennings,47,MA
Braintree,Governor,,,All Others,7,MA
Braintree,Governor,,,Blank Votes,149,MA
Braintree,Governor,,,Total Votes Cast,14417,MA
Braintree,Governor,,Democratic,Coakley and Kerrigan,5462,MA
Braintree,Governor,,Republican,Baker and Polito,8223,MA
Braintree,Governor,,Unenrolled,Lively and Saunders,98,MA
Braintree,Governor,,Unenrolled,Mccormick and Post,113,MA
Braintree,Governor,,United Independent,Falchuk and Jennings,365,MA
Brewster,Governor,,,All Others,3,MA
Brewster,Governor,,,Blank Votes,51,MA
Brewster,Governor,,,Total Votes Cast,4946,MA
Brewster,Governor,,Democratic,Coakley and Kerrigan,2201,MA
Brewster,Governor,,Republican,Baker and Polito,2475,MA
Brewster,Governor,,Unenrolled,Lively and Saunders,45,MA
Brewster,Governor,,Unenrolled,Mccormick and Post,31,MA
Brewster,Governor,,United Independent,Falchuk and Jennings,140,MA
Bridgewater,Governor,,,All Others,5,MA
Bridgewater,Governor,,,Blank Votes,87,MA
Bridgewater,Governor,,,Total Votes Cast,8338,MA
Bridgewater,Governor,,Democratic,Coakley and Kerrigan,2830,MA
Bridgewater,Governor,,Republican,Baker and Polito,5059,MA
Bridgewater,Governor,,Unenrolled,Lively and Saunders,59,MA
Bridgewater,Governor,,Unenrolled,Mccormick and Post,69,MA
Bridgewater,Governor,,United Independent,Falchuk and Jennings,229,MA
Brimfield,Governor,,,All Others,0,MA
Brimfield,Governor,,,Blank Votes,16,MA
Brimfield,Governor,,,Total Votes Cast,1446,MA
Brimfield,Governor,,Democratic,Coakley and Kerrigan,419,MA
Brimfield,Governor,,Republican,Baker and Polito,891,MA
Brimfield,Governor,,Unenrolled,Lively and Saunders,20,MA
Brimfield,Governor,,Unenrolled,Mccormick and Post,15,MA
Brimfield,Governor,,United Independent,Falchuk and Jennings,85,MA
Brockton,Governor,,,All Others,10,MA
Brockton,Governor,,,Blank Votes,292,MA
Brockton,Governor,,,Total Votes Cast,21476,MA
Brockton,Governor,,Democratic,Coakley and Kerrigan,12792,MA
Brockton,Governor,,Republican,Baker and Polito,7433,MA
Brockton,Governor,,Unenrolled,Lively and Saunders,189,MA
Brockton,Governor,,Unenrolled,Mccormick and Post,169,MA
Brockton,Governor,,United Independent,Falchuk and Jennings,591,MA
Brookfield,Governor,,,All Others,1,MA
Brookfield,Governor,,,Blank Votes,14,MA
Brookfield,Governor,,,Total Votes Cast,1245,MA
Brookfield,Governor,,Democratic,Coakley and Kerrigan,421,MA
Brookfield,Governor,,Republican,Baker and Polito,719,MA
Brookfield,Governor,,Unenrolled,Lively and Saunders,17,MA
Brookfield,Governor,,Unenrolled,Mccormick and Post,12,MA
Brookfield,Governor,,United Independent,Falchuk and Jennings,61,MA
Brookline,Governor,,,All Others,15,MA
Brookline,Governor,,,Blank Votes,178,MA
Brookline,Governor,,,Total Votes Cast,18849,MA
Brookline,Governor,,Democratic,Coakley and Kerrigan,12488,MA
Brookline,Governor,,Republican,Baker and Polito,5567,MA
Brookline,Governor,,Unenrolled,Lively and Saunders,53,MA
Brookline,Governor,,Unenrolled,Mccormick and Post,72,MA
Brookline,Governor,,United Independent,Falchuk and Jennings,476,MA
Buckland,Governor,,,All Others,0,MA
Buckland,Governor,,,Blank Votes,16,MA
Buckland,Governor,,,Total Votes Cast,750,MA
Buckland,Governor,,Democratic,Coakley and Kerrigan,438,MA
Buckland,Governor,,Republican,Baker and Polito,242,MA
Buckland,Governor,,Unenrolled,Lively and Saunders,14,MA
Buckland,Governor,,Unenrolled,Mccormick and Post,4,MA
Buckland,Governor,,United Independent,Falchuk and Jennings,36,MA
Burlington,Governor,,,All Others,5,MA
Burlington,Governor,,,Blank Votes,93,MA
Burlington,Governor,,,Total Votes Cast,9334,MA
Burlington,Governor,,Democratic,Coakley and Kerrigan,3659,MA
Burlington,Governor,,Republican,Baker and Polito,5205,MA
Burlington,Governor,,Unenrolled,Lively and Saunders,64,MA
Burlington,Governor,,Unenrolled,Mccormick and Post,76,MA
Burlington,Governor,,United Independent,Falchuk and Jennings,232,MA
Cambridge,Governor,,,All Others,74,MA
Cambridge,Governor,,,Blank Votes,365,MA
Cambridge,Governor,,,Total Votes Cast,32725,MA
Cambridge,Governor,,Democratic,Coakley and Kerrigan,25525,MA
Cambridge,Governor,,Republican,Baker and Polito,5589,MA
Cambridge,Governor,,Unenrolled,Lively and Saunders,125,MA
Cambridge,Governor,,Unenrolled,Mccormick and Post,144,MA
Cambridge,Governor,,United Independent,Falchuk and Jennings,903,MA
Canton,Governor,,,All Others,4,MA
Canton,Governor,,,Blank Votes,73,MA
Canton,Governor,,,Total Votes Cast,8774,MA
Canton,Governor,,Democratic,Coakley and Kerrigan,3337,MA
Canton,Governor,,Republican,Baker and Polito,5026,MA
Canton,Governor,,Unenrolled,Lively and Saunders,49,MA
Canton,Governor,,Unenrolled,Mccormick and Post,51,MA
Canton,Governor,,United Independent,Falchuk and Jennings,234,MA
Carlisle,Governor,,,All Others,0,MA
Carlisle,Governor,,,Blank Votes,30,MA
Carlisle,Governor,,,Total Votes Cast,2541,MA
Carlisle,Governor,,Democratic,Coakley and Kerrigan,1194,MA
Carlisle,Governor,,Republican,Baker and Polito,1231,MA
Carlisle,Governor,,Unenrolled,Lively and Saunders,12,MA
Carlisle,Governor,,Unenrolled,Mccormick and Post,12,MA
Carlisle,Governor,,United Independent,Falchuk and Jennings,62,MA
Carver,Governor,,,All Others,1,MA
Carver,Governor,,,Blank Votes,44,MA
Carver,Governor,,,Total Votes Cast,4094,MA
Carver,Governor,,Democratic,Coakley and Kerrigan,1351,MA
Carver,Governor,,Republican,Baker and Polito,2466,MA
Carver,Governor,,Unenrolled,Lively and Saunders,47,MA
Carver,Governor,,Unenrolled,Mccormick and Post,40,MA
Carver,Governor,,United Independent,Falchuk and Jennings,145,MA
Charlemont,Governor,,,All Others,0,MA
Charlemont,Governor,,,Blank Votes,3,MA
Charlemont,Governor,,,Total Votes Cast,444,MA
Charlemont,Governor,,Democratic,Coakley and Kerrigan,226,MA
Charlemont,Governor,,Republican,Baker and Polito,157,MA
Charlemont,Governor,,Unenrolled,Lively and Saunders,13,MA
Charlemont,Governor,,Unenrolled,Mccormick and Post,3,MA
Charlemont,Governor,,United Independent,Falchuk and Jennings,42,MA
Charlton,Governor,,,All Others,2,MA
Charlton,Governor,,,Blank Votes,49,MA
Charlton,Governor,,,Total Votes Cast,4564,MA
Charlton,Governor,,Democratic,Coakley and Kerrigan,1263,MA
Charlton,Governor,,Republican,Baker and Polito,3030,MA
Charlton,Governor,,Unenrolled,Lively and Saunders,41,MA
Charlton,Governor,,Unenrolled,Mccormick and Post,37,MA
Charlton,Governor,,United Independent,Falchuk and Jennings,142,MA
Chatham,Governor,,,All Others,3,MA
Chatham,Governor,,,Blank Votes,24,MA
Chatham,Governor,,,Total Votes Cast,3606,MA
Chatham,Governor,,Democratic,Coakley and Kerrigan,1424,MA
Chatham,Governor,,Republican,Baker and Polito,2063,MA
Chatham,Governor,,Unenrolled,Lively and Saunders,18,MA
Chatham,Governor,,Unenrolled,Mccormick and Post,14,MA
Chatham,Governor,,United Independent,Falchuk and Jennings,60,MA
Chelmsford,Governor,,,All Others,10,MA
Chelmsford,Governor,,,Blank Votes,137,MA
Chelmsford,Governor,,,Total Votes Cast,14178,MA
Chelmsford,Governor,,Democratic,Coakley and Kerrigan,5140,MA
Chelmsford,Governor,,Republican,Baker and Polito,8198,MA
Chelmsford,Governor,,Unenrolled,Lively and Saunders,85,MA
Chelmsford,Governor,,Unenrolled,Mccormick and Post,120,MA
Chelmsford,Governor,,United Independent,Falchuk and Jennings,488,MA
Chelsea,Governor,,,All Others,0,MA
Chelsea,Governor,,,Blank Votes,259,MA
Chelsea,Governor,,,Total Votes Cast,5155,MA
Chelsea,Governor,,Democratic,Coakley and Kerrigan,3243,MA
Chelsea,Governor,,Republican,Baker and Polito,1464,MA
Chelsea,Governor,,Unenrolled,Lively and Saunders,35,MA
Chelsea,Governor,,Unenrolled,Mccormick and Post,47,MA
Chelsea,Governor,,United Independent,Falchuk and Jennings,107,MA
Cheshire,Governor,,,All Others,0,MA
Cheshire,Governor,,,Blank Votes,9,MA
Cheshire,Governor,,,Total Votes Cast,1013,MA
Cheshire,Governor,,Democratic,Coakley and Kerrigan,576,MA
Cheshire,Governor,,Republican,Baker and Polito,378,MA
Cheshire,Governor,,Unenrolled,Lively and Saunders,15,MA
Cheshire,Governor,,Unenrolled,Mccormick and Post,18,MA
Cheshire,Governor,,United Independent,Falchuk and Jennings,17,MA
Chester,Governor,,,All Others,0,MA
Chester,Governor,,,Blank Votes,1,MA
Chester,Governor,,,Total Votes Cast,467,MA
Chester,Governor,,Democratic,Coakley and Kerrigan,130,MA
Chester,Governor,,Republican,Baker and Polito,272,MA
Chester,Governor,,Unenrolled,Lively and Saunders,13,MA
Chester,Governor,,Unenrolled,Mccormick and Post,7,MA
Chester,Governor,,United Independent,Falchuk and Jennings,44,MA
Chesterfield,Governor,,,All Others,0,MA
Chesterfield,Governor,,,Blank Votes,7,MA
Chesterfield,Governor,,,Total Votes Cast,549,MA
Chesterfield,Governor,,Democratic,Coakley and Kerrigan,253,MA
Chesterfield,Governor,,Republican,Baker and Polito,229,MA
Chesterfield,Governor,,Unenrolled,Lively and Saunders,6,MA
Chesterfield,Governor,,Unenrolled,Mccormick and Post,6,MA
Chesterfield,Governor,,United Independent,Falchuk and Jennings,48,MA
Chicopee,Governor,,,All Others,32,MA
Chicopee,Governor,,,Blank Votes,268,MA
Chicopee,Governor,,,Total Votes Cast,16071,MA
Chicopee,Governor,,Democratic,Coakley and Kerrigan,5951,MA
Chicopee,Governor,,Republican,Baker and Polito,7604,MA
Chicopee,Governor,,Unenrolled,Lively and Saunders,402,MA
Chicopee,Governor,,Unenrolled,Mccormick and Post,244,MA
Chicopee,Governor,,United Independent,Falchuk and Jennings,1570,MA
Chilmark,Governor,,,All Others,0,MA
Chilmark,Governor,,,Blank Votes,8,MA
Chilmark,Governor,,,Total Votes Cast,511,MA
Chilmark,Governor,,Democratic,Coakley and Kerrigan,344,MA
Chilmark,Governor,,Republican,Baker and Polito,136,MA
Chilmark,Governor,,Unenrolled,Lively and Saunders,2,MA
Chilmark,Governor,,Unenrolled,Mccormick and Post,5,MA
Chilmark,Governor,,United Independent,Falchuk and Jennings,16,MA
Clarksburg,Governor,,,All Others,0,MA
Clarksburg,Governor,,,Blank Votes,6,MA
Clarksburg,Governor,,,Total Votes Cast,570,MA
Clarksburg,Governor,,Democratic,Coakley and Kerrigan,377,MA
Clarksburg,Governor,,Republican,Baker and Polito,174,MA
Clarksburg,Governor,,Unenrolled,Lively and Saunders,5,MA
Clarksburg,Governor,,Unenrolled,Mccormick and Post,2,MA
Clarksburg,Governor,,United Independent,Falchuk and Jennings,6,MA
Clinton,Governor,,,All Others,3,MA
Clinton,Governor,,,Blank Votes,61,MA
Clinton,Governor,,,Total Votes Cast,4473,MA
Clinton,Governor,,Democratic,Coakley and Kerrigan,1935,MA
Clinton,Governor,,Republican,Baker and Polito,2241,MA
Clinton,Governor,,Unenrolled,Lively and Saunders,52,MA
Clinton,Governor,,Unenrolled,Mccormick and Post,48,MA
Clinton,Governor,,United Independent,Falchuk and Jennings,133,MA
Cohasset,Governor,,,All Others,3,MA
Cohasset,Governor,,,Blank Votes,25,MA
Cohasset,Governor,,,Total Votes Cast,3619,MA
Cohasset,Governor,,Democratic,Coakley and Kerrigan,1177,MA
Cohasset,Governor,,Republican,Baker and Polito,2304,MA
Cohasset,Governor,,Unenrolled,Lively and Saunders,12,MA
Cohasset,Governor,,Unenrolled,Mccormick and Post,20,MA
Cohasset,Governor,,United Independent,Falchuk and Jennings,78,MA
Colrain,Governor,,,All Others,0,MA
Colrain,Governor,,,Blank Votes,12,MA
Colrain,Governor,,,Total Votes Cast,601,MA
Colrain,Governor,,Democratic,Coakley and Kerrigan,303,MA
Colrain,Governor,,Republican,Baker and Polito,227,MA
Colrain,Governor,,Unenrolled,Lively and Saunders,11,MA
Colrain,Governor,,Unenrolled,Mccormick and Post,8,MA
Colrain,Governor,,United Independent,Falchuk and Jennings,40,MA
Concord,Governor,,,All Others,3,MA
Concord,Governor,,,Blank Votes,69,MA
Concord,Governor,,,Total Votes Cast,8274,MA
Concord,Governor,,Democratic,Coakley and Kerrigan,4518,MA
Concord,Governor,,Republican,Baker and Polito,3440,MA
Concord,Governor,,Unenrolled,Lively and Saunders,24,MA
Concord,Governor,,Unenrolled,Mccormick and Post,27,MA
Concord,Governor,,United Independent,Falchuk and Jennings,193,MA
Conway,Governor,,,All Others,0,MA
Conway,Governor,,,Blank Votes,15,MA
Conway,Governor,,,Total Votes Cast,960,MA
Conway,Governor,,Democratic,Coakley and Kerrigan,608,MA
Conway,Governor,,Republican,Baker and Polito,281,MA
Conway,Governor,,Unenrolled,Lively and Saunders,10,MA
Conway,Governor,,Unenrolled,Mccormick and Post,3,MA
Conway,Governor,,United Independent,Falchuk and Jennings,43,MA
Cummington,Governor,,,All Others,2,MA
Cummington,Governor,,,Blank Votes,3,MA
Cummington,Governor,,,Total Votes Cast,425,MA
Cummington,Governor,,Democratic,Coakley and Kerrigan,248,MA
Cummington,Governor,,Republican,Baker and Polito,120,MA
Cummington,Governor,,Unenrolled,Lively and Saunders,12,MA
Cummington,Governor,,Unenrolled,Mccormick and Post,4,MA
Cummington,Governor,,United Independent,Falchuk and Jennings,36,MA
Dalton,Governor,,,All Others,0,MA
Dalton,Governor,,,Blank Votes,27,MA
Dalton,Governor,,,Total Votes Cast,2056,MA
Dalton,Governor,,Democratic,Coakley and Kerrigan,1213,MA
Dalton,Governor,,Republican,Baker and Polito,689,MA
Dalton,Governor,,Unenrolled,Lively and Saunders,49,MA
Dalton,Governor,,Unenrolled,Mccormick and Post,13,MA
Dalton,Governor,,United Independent,Falchuk and Jennings,65,MA
Danvers,Governor,,,All Others,8,MA
Danvers,Governor,,,Blank Votes,84,MA
Danvers,Governor,,,Total Votes Cast,10160,MA
Danvers,Governor,,Democratic,Coakley and Kerrigan,3668,MA
Danvers,Governor,,Republican,Baker and Polito,5975,MA
Danvers,Governor,,Unenrolled,Lively and Saunders,85,MA
Danvers,Governor,,Unenrolled,Mccormick and Post,62,MA
Danvers,Governor,,United Independent,Falchuk and Jennings,278,MA
Dartmouth,Governor,,,All Others,9,MA
Dartmouth,Governor,,,Blank Votes,127,MA
Dartmouth,Governor,,,Total Votes Cast,9402,MA
Dartmouth,Governor,,Democratic,Coakley and Kerrigan,4299,MA
Dartmouth,Governor,,Republican,Baker and Polito,4514,MA
Dartmouth,Governor,,Unenrolled,Lively and Saunders,165,MA
Dartmouth,Governor,,Unenrolled,Mccormick and Post,81,MA
Dartmouth,Governor,,United Independent,Falchuk and Jennings,207,MA
Dedham,Governor,,,All Others,10,MA
Dedham,Governor,,,Blank Votes,90,MA
Dedham,Governor,,,Total Votes Cast,9895,MA
Dedham,Governor,,Democratic,Coakley and Kerrigan,4299,MA
Dedham,Governor,,Republican,Baker and Polito,5107,MA
Dedham,Governor,,Unenrolled,Lively and Saunders,66,MA
Dedham,Governor,,Unenrolled,Mccormick and Post,53,MA
Dedham,Governor,,United Independent,Falchuk and Jennings,270,MA
Deerfield,Governor,,,All Others,2,MA
Deerfield,Governor,,,Blank Votes,27,MA
Deerfield,Governor,,,Total Votes Cast,2260,MA
Deerfield,Governor,,Democratic,Coakley and Kerrigan,1265,MA
Deerfield,Governor,,Republican,Baker and Polito,779,MA
Deerfield,Governor,,Unenrolled,Lively and Saunders,23,MA
Deerfield,Governor,,Unenrolled,Mccormick and Post,22,MA
Deerfield,Governor,,United Independent,Falchuk and Jennings,142,MA
Dennis,Governor,,,All Others,0,MA
Dennis,Governor,,,Blank Votes,56,MA
Dennis,Governor,,,Total Votes Cast,7057,MA
Dennis,Governor,,Democratic,Coakley and Kerrigan,2961,MA
Dennis,Governor,,Republican,Baker and Polito,3741,MA
Dennis,Governor,,Unenrolled,Lively and Saunders,46,MA
Dennis,Governor,,Unenrolled,Mccormick and Post,77,MA
Dennis,Governor,,United Independent,Falchuk and Jennings,176,MA
Dighton,Governor,,,All Others,1,MA
