STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
MINNESOTA,1920,House,2,Frank Clague,Republican,49181
MINNESOTA,1920,House,2,Frank Simon,Democratic,6934
MINNESOTA,1920,House,2,H. A. Fuller,Independent,19274
MINNESOTA,1920,House,3,Charles H. Davis,Republican,41678
MINNESOTA,1920,House,3,James M. Millett,Democratic,15146
MINNESOTA,1920,House,3,R. A. Pomadt,Independent,14034
MINNESOTA,1920,House,4,Oscar E. Keller,Republican,38792
MINNESOTA,1920,House,4,Thomas J. Brady,Democratic,22610
MINNESOTA,1920,House,4,Carl W. Cummins,Republican,4702
MINNESOTA,1920,House,5,Walter H. Newton,Republican,54962
MINNESOTA,1920,House,5,T. O. Dahl,Democratic,8357
MINNESOTA,1920,House,5,Lynn Thompson,Farm-Labor,22584
MINNESOTA,1920,House,5,Ernest Lundeen,Independent,9573
MINNESOTA,1920,House,6,Harold Knutson,Republican,47954
MINNESOTA,1920,House,6,Chas. A. Lindbergh,Independent,21587
MINNESOTA,1920,House,7,Andrew J. Volstead,Republican,36822
MINNESOTA,1920,House,7,James C. Mitchell,Democratic,5358
MINNESOTA,1920,House,7,O. J. Kvale,Independent,35370
MINNESOTA,1920,House,8,Oscar J. Larson,Republican,33428
MINNESOTA,1920,House,8,William L. Carss,Democratic,32395
MINNESOTA,1920,House,9,Halvor Steenerson,Republican,39122
MINNESOTA,1920,House,9,Frank Jeffers,Democratic,6741
MINNESOTA,1920,House,9,N.E. Thormodson,Independent,23443
MINNESOTA,1920,House,10,Thomas D. Schall,Republican,54971
MINNESOTA,1920,House,10,H. A. Finlayson,Democratic,6917
MINNESOTA,1920,House,10,John G. Soltis,Farm-Labor,18590
MISSISSIPPI,1920,Presidential,,,Democratic,69277
MISSISSIPPI,1920,Presidential,,,Republican,11576
MISSISSIPPI,1920,Presidential,,,Socialist,1639
MISSISSIPPI,1920,House,1,John E. Rankin,Democratic,10400
MISSISSIPPI,1920,House,1,Gaston Therrell,Republican,480
MISSISSIPPI,1920,House,2,B. G. Lowrey,Democratic,6960
MISSISSIPPI,1920,House,3,B. G. Humphreys,Democratic,6338
MISSISSIPPI,1920,House,4,T. U. Sisson,Democratic,8979
MISSISSIPPI,1920,House,4,J. A. Washington,Socialist,598
MISSISSIPPI,1920,House,5,Ross A. Collins,Democratic,11507
MISSISSIPPI,1920,House,5,T. C. Brown,Republican,457
MISSISSIPPI,1920,House,5,C. C. Evans,Socialist,272
MISSISSIPPI,1920,House,6,Paul B. Johnson,Democratic,9683
MISSISSIPPI,1920,House,6,L. B. Collins,Republican,906
MISSISSIPPI,1920,House,6,T. J. Lyon,Socialist,610
MISSISSIPPI,1920,House,7,Percy E. Quin,Democratic,6695
MISSISSIPPI,1920,House,7,S. S. Matthews,Republican,311
MISSISSIPPI,1920,House,7,J. B. Sternberger,Socialist,220
MISSISSIPPI,1920,House,8,James W. Collier,Democratic,5944
MISSISSIPPI,1920,House,8,E.F. Miller,Socialist,288
MISSOURI,1920,Presidential,,,Republican,727162
MISSOURI,1920,Presidential,,,Democratic,574799
MISSOURI,1920,Presidential,,,Socialist,20242
MISSOURI,1920,Presidential,,,Socialist-Labor,2164
MISSOURI,1920,Presidential,,,Farmer-Workman,3291
MISSOURI,1920,Presidential,,,Prohibitionist,5142
MISSOURI,1920,Senate,,Selden P. Spencer,Republican,711161
MISSOURI,1920,Senate,,Breckinridge Long,Democratic,589498
MISSOURI,1920,Senate,,Elias F. Hodges,Socialist,20002
MISSOURI,1920,Senate,,Trudell,Socialist-Labor,1675
MISSOURI,1920,Senate,,Mallett,Farm-Worker,3158
MISSOURI,1920,House,1,F. C. Millspaugh,Republican,34259
MISSOURI,1920,House,1,M. A. Romjue,Democratic,32952
MISSOURI,1920,House,1,Clarence Snyder,Socialist,585
MISSOURI,1920,House,2,W. W. Rucker,Democratic,38771
MISSOURI,1920,House,2,B. F. Beazell,Republican,34645
MISSOURI,1920,House,2,E. R. Anderson,Socialist,156
MISSOURI,1920,House,3,H. F. Lawrence,Republican,33949
MISSOURI,1920,House,3,J. L. Milligan,Democratic,31475
MISSOURI,1920,House,4,Charles L. Faust,Republican,38047
MISSOURI,1920,House,4,L. C. Gabbert,Democratic,32098
MISSOURI,1920,House,4,E. M. Wormley,Socialist,166
MISSOURI,1920,House,5,Edgar C. Ellis,Republican,79075
MISSOURI,1920,House,5,W. T. Bland,Democratic,77793
MISSOURI,1920,House,5,E. D. Hodges,Socialist,494
MISSOURI,1920,House,5,Brown,Socialist,336
MISSOURI,1920,House,5,Scattering,,102
MISSOURI,1920,House,6,Wm. O. Atkeson,Republican,29802
MISSOURI,1920,House,6,C. C. Dickinson,Democratic,26995
MISSOURI,1920,House,6,Oscar S. Myers,Socialist,288
MISSOURI,1920,House,7,Roscoe C. Patterson,Republican,50213
MISSOURI,1920,House,7,Sam C. Major,Democratic,40541
MISSOURI,1920,House,7,J. R. Richardson,Socialist,783
MISSOURI,1920,House,8,Sidney C. Roach,Republican,30158
MISSOURI,1920,House,8,Wm. L. Nelson,Democratic,28733
MISSOURI,1920,House,8,E. B. Kenney,Socialist,167
