STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
ALABAMA,1994,Representative,1,Sonny Callahan,Republican,103431
ALABAMA,1994,Representative,1,Don Womack,Democrat,50227
ALABAMA,1994,Representative,1,,Write-in,109
ALABAMA,1994,Representative,2,Terry Everett,Republican,124465
ALABAMA,1994,Representative,2,Brian Dowling,Democrat,44694
ALABAMA,1994,Representative,2,,Write-in,64
ALABAMA,1994,Representative,3,Ben Hand,Republican,53757
ALABAMA,1994,Representative,3,Glen Browder,Democrat,93924
ALABAMA,1994,Representative,3,,Write-in,64
ALABAMA,1994,Representative,4,Tom Bevill,Democrat,119436
ALABAMA,1994,Representative,4,,Write-in,1826
ALABAMA,1994,Representative,5,Wayne Parker,Republican,56923
ALABAMA,1994,Representative,5,Robert E. (Bud) Cramer Jr.,Democrat,85693
ALABAMA,1994,Representative,5,,Write-in,77
ALABAMA,1994,Representative,6,Spencer Bachus,Republican,155047
ALABAMA,1994,Representative,6,Larry Fortenberry,Democrat,41030
ALABAMA,1994,Representative,6,,Write-in,145
ALABAMA,1994,Representative,7,Alfred J. Middleton Sr.,Republican,34814
ALABAMA,1994,Representative,7,Earl F. Hilliard,Democrat,116150
ALABAMA,1994,Representative,7,,Write-in,153
ALASKA,1994,Representative,,Don Young,Republican,118537
ALASKA,1994,Representative,,Tony Smith,Democrat,68172
ALASKA,1994,Representative,,Joni (Jonni) Whitmore,Green,21277
ALASKA,1994,Representative,,,Write-in,254
AMERICAN SAMOA,1994,Delegate,,Amata Coleman Radewagen,Republican,2116
AMERICAN SAMOA,1994,Delegate,,Eni F. H. Faleomavaega,Democratic,6517
AMERICAN SAMOA,1994,Delegate,,Fa'ivae Apelu Galeai,Independent,1299
AMERICAN SAMOA,1994,Delegate,,Tuilefano Tuika,Independent,324
ARIZONA,1994,House,1,Matt Salmon,Republican,101350
ARIZONA,1994,House,1,Chuck Blanchard,Democrat,70627
ARIZONA,1994,House,1,Bob Howarth,Libertarian,8890
